"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","7264","0","167.1","85.2","0.7","190"
"","Haryana","7480","0","153.9","111.0","-2.1","94"
"","Rajasthan","9807","0","218.5","69.7","1.4","579"
"","Delhi","5659","0","120.1","100.5","0.8","338"
"","UP","14638","555","321.3","141.8","1.9","496"
"","Uttarakhand","1932","0","42.0","22.8","1.3","341"
"","HP","1230","0","26.7","6.7","1.4","197"
"","J&K","1780","445","35.5","16.5","-3.9","127"
"","Chandigarh","346","0","6.5","6.2","0.3","68"
"WR","Chhattisgarh","3288","0","74","27","1","623"
"","Gujarat","14929","26","322","78","-4","327"
"","MP","7623","0","169","120","-1","420"
"","Maharashtra","18996","0","411","138","-2","778"
"","Goa","497","0","11","10","1","170"
"","DD","316","0","7","7","0","52"
"","DNH","732","0","16","16","0","34"
"","Essar steel","473","0","9","9","0","110"
"SR","Andhra Pradesh","6100","0","121.7","7.5","-6.2","527"
"","Telangana","5827","0","115.5","66.6","-0.7","314"
"","Karnataka","7321","0","147.8","55.0","-2.7","330"
"","Kerala","3396","0","64.0","48.3","1.7","183"
"","Tamil Nadu","13275","0","299.1","125.0","-1.5","490"
"","Pondy","334","0","7.3","7.7","-0.4","25"
"ER","Bihar","3217","300","71.4","64.7","3.0","290"
"","DVC","2870","0","63.5","-40.2","-1.3","145"
"","Jharkhand","1066","41","22.7","15.1","3.0","230"
"","Odisha","3727","0","70.3","24.7","0.3","210"
"","West Bengal","7649","0","155.7","39.4","0.6","180"
"","Sikkim","90","0","1.2","0.9","0.3","20"
"NER","Arunachal Pradesh","108","2","1.7","1.7","0.0","53"
"","Assam","1447","111","28.7","20.5","3.8","304"
"","Manipur","132","3","2.0","1.9","0.0","30"
"","Meghalaya","279","0","4.5","1.5","0.1","67"
"","Mizoram","67","3","1.1","1.1","-0.1","19"
"","Nagaland","96","2","1.6","1.9","-0.3","13"
"","Tripura","255","11","3.6","3.3","0.1","63"
