"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","7069","0","149.6","87.9","-0.3","107"
"","Haryana","6486","0","138.5","93.2","-0.5","141"
"","Rajasthan","8430","0","188.0","61.6","1.8","396"
"","Delhi","4970","0","104.1","80.7","1.6","401"
"","UP","12049","1990","271.4","130.2","6.0","838"
"","Uttarakhand","1649","75","35.5","18.6","1.6","206"
"","HP","1156","0","24.8","3.5","-0.2","259"
"","J&K","1499","100","28.3","17.6","-2.1","126"
"","Chandigarh","318","0","6.1","5.1","1.0","82"
"WR","Chhattisgarh","3041","128","75.6","15.5","4.5","171"
"","Gujarat","13399","0","289.5","47.6","-1.0","590"
"","MP","6770","591","149.3","78.3","1.7","570"
"","Maharashtra","18529","679","398.7","134.5","-0.9","1133"
"","Goa","418","37","9.3","8.0","1.0","0"
"","DD","263","1","5.8","5.5","0.3","58"
"","DNH","640","3","14.8","14.5","0.3","31"
"","Essar steel","422","2","9.2","9.2","-0.1","11"
"SR","Andhra Pradesh","5642","1500","122.7","24.9","3.6","692"
"","Telangana","5111","0","117.4","69.5","0.2","397"
"","Karnataka","7288","300","149.2","14.4","-1.1","422"
"","Kerala","2883","750","61.0","34.7","2.3","298"
"","Tamil Nadu","12365","0","276.4","83.6","-2.4","415"
"","Pondy","328","0","6.9","7.1","-0.2","21"
"ER","Bihar","2427","400","44.5","41.3","0.7","150"
"","DVC","2572","0","56.6","-13.2","-1.0","200"
"","Jharkhand","1032","0","20.8","12.0","-0.4","50"
"","Odisha","3736","0","75.4","11.6","3.0","220"
"","West Bengal","7113","0","144.5","36.6","12.0","700"
"","Sikkim","82","0","1.4","1.1","0.3","25"
"NER","Arunachal Pradesh","106","5","1.6","1.3","0.3","54"
"","Assam","1110","305","22.1","14.0","3.4","172"
"","Manipur","110","5","1.5","1.6","-0.1","24"
"","Meghalaya","275","13","4.2","2.0","0.0","48"
"","Mizoram","69","4","1.0","1.0","-0.2","15"
"","Nagaland","97","5","1.5","1.5","-0.2","30"
"","Tripura","226","43","3.2","0.8","0.2","73"
