"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","8564","0","190.8","103.9","-0.3","123","0.0"
"","Haryana","8095","0","171.6","120.2","1.7","291","0.2"
"","Rajasthan","11338","0","257.7","68.9","0.2","309","0.0"
"","Delhi","6325","0","127.8","103.1","-1.2","149","0.0"
"","UP","18544","0","400.2","182.7","-0.3","209","0.0"
"","Uttarakhand","2064","0","44.3","19.8","1.9","288","0.0"
"","HP","1376","0","26.2","3.2","0.4","140","0.0"
"","J&K","2052","513","37.9","18.1","-4.4","89","8.9"
"","Chandigarh","331","0","6.4","6.7","-0.3","11","0.0"
"WR","Chhattisgarh","3474","0","76.1","18.3","-0.8","184","0.0"
"","Gujarat","16553","0","360.3","157.2","4.2","488","0.0"
"","MP","8627","0","189.8","90.9","-2.4","435","0.0"
"","Maharashtra","22204","0","465.0","133.7","1.4","736","0.0"
"","Goa","465","0","9.8","9.8","-0.6","61","0.0"
"","DD","344","0","7.5","6.7","0.8","77","0.0"
"","DNH","789","0","18.1","17.9","0.2","42","0.0"
"","Essar steel","377","0","7.2","6.9","0.3","208","0.0"
"SR","Andhra Pradesh","8191","0","165.9","44.2","-0.1","555","0.0"
"","Telangana","6947","0","142.8","60.8","-0.8","588","0.0"
"","Karnataka","7967","0","156.0","46.5","0.1","424","0.0"
"","Kerala","3402","0","65.7","51.8","0.7","185","0.0"
"","Tamil Nadu","13890","0","299.6","111.7","2.9","1256","0.0"
"","Pondy","382","0","7.8","8.2","-0.4","84","0.0"
"ER","Bihar","4809","0","94.1","89.6","1.6","403","0.0"
"","DVC","3057","0","72.4","-52.6","0.5","375","0.0"
"","Jharkhand","1125","0","24.0","17.4","1.7","135","0.0"
"","Odisha","4556","0","92.2","42.6","1.0","389","0.0"
"","West Bengal","8547","0","171.9","41.4","2.5","445","0.0"
"","Sikkim","90","0","1.2","1.3","-0.1","20","0.0"
"NER","Arunachal Pradesh","105","5","2.2","2.3","0.0","52","0.0"
"","Assam","1623","35","30.0","25.0","-0.2","204","1.1"
"","Manipur","139","6","2.2","2.3","-0.1","29","0.0"
"","Meghalaya","277","1","4.9","2.3","-0.2","43","0.0"
"","Mizoram","79","1","1.5","1.3","0.0","19","0.0"
"","Nagaland","110","1","2.0","1.9","0.0","21","0.0"
"","Tripura","269","1","4.5","3.9","0.6","37","0.0"
