"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","9043","0","199.8","93.0","0.9","133","0.0"
"","Haryana","8384","25","179.8","115.2","1.9","214","0.9"
"","Rajasthan","9752","0","204.5","68.8","2.3","319","0.0"
"","Delhi","5206","2","108.6","83.0","-1.5","151","0.0"
"","UP","17255","0","392.3","192.5","1.6","428","1.6"
"","Uttarakhand","1937","75","40.7","12.7","2.6","233","0.9"
"","HP","1369","0","27.6","10.2","1.2","139","0.0"
"","J&K","2113","528","39.9","19.9","3.6","450","9.4"
"","Chandigarh","270","0","5.4","5.5","0.0","42","0.0"
"WR","Chhattisgarh","3292","0","73.1","16.9","-2.7","198","0.0"
"","Gujarat","14101","0","314.0","53.4","1.9","324","0.0"
"","MP","7488","0","164.1","99.3","-0.1","429","0.0"
"","Maharashtra","16376","0","359.9","98.3","-1.7","597","0.0"
"","Goa","408","0","8.7","8.7","-0.2","42","0.0"
"","DD","330","0","7.4","6.5","0.9","59","0.0"
"","DNH","718","0","15.4","15.3","0.1","56","0.0"
"","Essar steel","443","0","7.4","8.0","-0.6","157","0.0"
"SR","Andhra Pradesh","7076","0","162.5","28.5","3.4","470","0.0"
"","Telangana","8473","0","182.6","76.4","2.6","428","0.0"
"","Karnataka","7555","0","145.5","24.6","0.9","468","0.0"
"","Kerala","3412","75","65.4","39.6","1.6","294","0.5"
"","Tamil Nadu","14028","0","288.2","123.7","1.4","466","0.0"
"","Pondy","356","0","7.5","7.7","-0.2","27","0.0"
"ER","Bihar","4080","0","73.7","71.8","-5.0","365","0.8"
"","DVC","2771","0","67.5","-27.4","1.1","385","0.0"
"","Jharkhand","1104","0","22.4","16.8","-0.6","135","0.0"
"","Odisha","4260","0","84.4","36.4","4.1","415","0.0"
"","West Bengal","8055","0","143.4","52.1","3.2","465","0.0"
"","Sikkim","90","0","1.5","1.4","0.1","20","0.0"
"NER","Arunachal Pradesh","121","1","2.3","2.6","-0.3","7","0.0"
"","Assam","1618","101","28.8","22.2","1.7","161","1.9"
"","Manipur","146","2","1.8","2.1","-0.3","27","0.1"
"","Meghalaya","273","0","5.3","-0.2","0.0","61","0.0"
"","Mizoram","79","5","1.3","1.3","-0.1","23","0.1"
"","Nagaland","111","3","2.1","1.9","0.0","27","0.0"
"","Tripura","238","6","4.0","4.0","-0.4","25","0.1"
