"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","9875","0","224.0","127.7","-1.4","96","0.0"
"","Haryana","9151","0","200.4","146.9","0.1","212","0.0"
"","Rajasthan","10827","0","240.5","72.4","-1.4","329","0.0"
"","Delhi","5526","0","113.9","92.2","-1.0","203","0.0"
"","UP","17849","0","350.6","155.3","1.5","560","1.8"
"","Uttarakhand","1915","0","40.2","14.7","0.4","130","0.0"
"","HP","1467","0","30.5","6.2","0.8","110","0.0"
"","J&K","2155","539","39.1","16.6","-0.5","223","9.3"
"","Chandigarh","259","0","5.4","6.4","-0.9","24","0.0"
"WR","Chhattisgarh","4232","0","95.8","45.8","0.0","244","0.0"
"","Gujarat","14427","0","320.2","79.5","2.9","499","0.0"
"","MP","8141","0","174.1","70.2","-3.6","539","0.0"
"","Maharashtra","17627","0","386.2","156.0","-1.9","509","0.0"
"","Goa","541","0","11.5","10.9","0.0","38","0.0"
"","DD","305","0","6.2","5.9","0.3","36","0.0"
"","DNH","783","0","18.4","18.4","0.0","42","0.0"
"","Essar steel","267","0","5.0","5.0","0.0","250","0.0"
"SR","Andhra Pradesh","7289","0","153.8","42.1","-0.6","953","0.0"
"","Telangana","7869","0","167.1","33.5","-2.3","578","0.0"
"","Karnataka","8714","0","171.9","56.0","-0.1","948","0.0"
"","Kerala","3419","0","68.6","46.3","1.7","183","0.0"
"","Tamil Nadu","13540","0","277.0","116.4","0.7","1029","0.0"
"","Pondy","352","0","7.4","7.6","-0.2","27","0.0"
"ER","Bihar","5372","0","96.1","96.2","-2.5","125","0.0"
"","DVC","2900","0","63.1","-21.8","0.7","195","0.0"
"","Jharkhand","1302","0","26.2","16.8","0.2","110","0.0"
"","Odisha","5136","0","109.6","31.9","7.6","473","0.3"
"","West Bengal","8929","0","172.8","67.8","1.9","310","0.0"
"","Sikkim","98","0","1.1","1.2","-0.1","20","0.0"
"NER","Arunachal Pradesh","128","2","2.3","2.0","0.3","88","0.0"
"","Assam","1917","75","36.1","29.2","2.2","143","1.0"
"","Manipur","149","1","2.4","2.2","0.2","21","0.0"
"","Meghalaya","302","0","5.5","0.6","0.0","33","0.0"
"","Mizoram","89","1","1.7","0.2","1.2","21","0.0"
"","Nagaland","132","2","2.4","2.4","-0.2","52","0.0"
"","Tripura","298","1","5.8","5.7","0.4","62","0.0"
