"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5950","0","119.6","24.7","-0.4","89","0.0"
"","Haryana","6579","0","130.6","66.4","0.5","227","0.0"
"","Rajasthan","13030","0","242.4","63.5","0.3","395","0.0"
"","Delhi","4396","0","73.2","53.8","1.0","329","0.0"
"","UP","14706","0","295.8","109.1","-0.5","380","0.0"
"","Uttarakhand","2126","0","39.3","26.8","0.3","177","0.0"
"","HP","1700","0","31.6","25.2","0.7","152","0.0"
"","J&K","2605","651","52.8","45.4","2.3","440","12.4"
"","Chandigarh","251","0","3.9","3.4","0.6","112","0.0"
"WR","Chhattisgarh","3573","0","76.1","19.1","-0.4","318","0.0"
"","Gujarat","15193","0","319.4","85.1","1.6","584","0.0"
"","MP","13792","0","257.9","144.8","-0.7","538","0.0"
"","Maharashtra","19811","0","393.3","88.1","-2.0","639","0.0"
"","Goa","462","0","10.4","9.6","0.2","24","0.0"
"","DD","316","0","7.1","6.5","0.7","62","0.0"
"","DNH","732","0","17.2","16.7","0.5","75","0.0"
"","Essar steel","593","0","12.6","12.7","-0.2","289","0.0"
"SR","Andhra Pradesh","7958","0","166.9","61.3","0.5","425","0.0"
"","Telangana","9019","0","188.5","73.8","0.3","396","0.0"
"","Karnataka","11011","0","211.2","69.8","-1.2","391","0.0"
"","Kerala","3623","0","73.1","54.0","1.5","190","0.0"
"","Tamil Nadu","14193","0","303.9","157.0","0.5","404","0.0"
"","Pondy","352","0","7.2","7.4","-0.2","27","0.0"
"ER","Bihar","4090","350","73.8","67.0","2.9","460","1.1"
"","DVC","3126","0","66.1","-18.1","1.6","396","0.0"
"","Jharkhand","1186","104","23.6","16.7","0.4","169","0.3"
"","Odisha","3801","0","67.9","24.9","1.8","267","0.0"
"","West Bengal","6543","0","113.5","21.8","1.1","309","0.0"
"","Sikkim","100","0","1.4","1.6","-0.2","18","0.0"
"NER","Arunachal Pradesh","106","2","2.1","1.8","0.3","30","0.0"
"","Assam","1361","34","23.3","17.5","1.1","107","0.2"
"","Manipur","208","3","2.8","2.9","-0.1","34","0.0"
"","Meghalaya","346","0","6.7","5.8","-0.1","30","0.0"
"","Mizoram","105","1","1.6","1.2","0.1","24","0.0"
"","Nagaland","112","2","2.2","2.0","0.1","11","0.0"
"","Tripura","225","2","3.9","1.4","0.3","43","0.0"
