"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5048","0","101.8","52.3","-1.8","22","0.0"
"","Haryana","5921","0","114.4","102.9","0.6","150","0.0"
"","Rajasthan","10125","0","194.3","54.3","-0.2","657","0.0"
"","Delhi","3588","0","60.6","51.7","-0.8","101","0.0"
"","UP","14330","0","277.4","126.8","0.2","631","0.5"
"","Uttarakhand","1767","0","34.3","18.7","0.8","117","0.0"
"","HP","1566","0","27.8","19.2","-0.6","69","0.2"
"","J&K","2048","512","38.8","32.4","-1.1","201","9.2"
"","Chandigarh","198","0","3.5","3.4","0.1","25","0.0"
"WR","Chhattisgarh","3471","0","71.2","24.1","-1.2","198","0.0"
"","Gujarat","14262","0","307.0","83.4","3.3","596","0.0"
"","MP","11268","0","222.6","147.8","-3.7","419","0.0"
"","Maharashtra","18763","0","410.3","130.5","-3.2","764","0.0"
"","Goa","541","0","12.4","12.0","-0.2","330","0.0"
"","DD","328","0","7.3","6.8","0.5","37","0.0"
"","DNH","768","0","18.0","18.1","-0.1","35","0.0"
"","Essar steel","295","0","5.6","5.7","-0.1","295","0.0"
"SR","Andhra Pradesh","7608","0","165.5","82.5","0.8","388","0.0"
"","Telangana","8883","0","194.0","78.8","1.9","647","0.0"
"","Karnataka","9020","0","172.8","39.9","-0.3","459","0.0"
"","Kerala","3681","0","72.6","55.4","1.5","239","0.0"
"","Tamil Nadu","13625","0","288.3","152.2","-0.1","510","0.0"
"","Pondy","374","0","7.4","7.8","-0.4","38","0.0"
"ER","Bihar","4191","0","72.7","71.2","-0.7","224","0.0"
"","DVC","3027","0","61.2","-37.7","0.0","310","0.0"
"","Jharkhand","1185","0","24.7","16.9","-1.1","31","0.0"
"","Odisha","3594","0","65.2","1.4","1.0","304","0.0"
"","West Bengal","6457","0","117.8","37.7","2.7","602","0.0"
"","Sikkim","100","0","1.3","1.5","-0.1","23","0.0"
"NER","Arunachal Pradesh","112","2","2.0","1.6","0.3","48","0.0"
"","Assam","1477","21","24.7","19.3","0.1","113","0.5"
"","Manipur","177","1","2.4","2.3","0.1","30","0.0"
"","Meghalaya","322","0","5.6","2.6","0.2","65","0.0"
"","Mizoram","95","1","1.7","0.3","0.4","23","0.0"
"","Nagaland","121","1","2.1","2.0","-0.2","21","0.0"
"","Tripura","236","2","4.0","2.5","-0.1","38","0.0"
