"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","7535","0","166.5","94.6","-0.6","99"
"","Haryana","6717","0","149.7","97.8","-0.2","318"
"","Rajasthan","9009","0","202.8","84.5","1.4","388"
"","Delhi","5026","0","107.3","81.7","-2.7","291"
"","UP","12518","1790","288.1","135.4","0.8","424"
"","Uttarakhand","1704","75","36.2","19.7","0.5","130"
"","HP","1132","0","24.3","1.2","0.0","76"
"","J&K","1573","100","30.8","18.3","-1.1","189"
"","Chandigarh","312","0","6.2","5.3","0.9","85"
"WR","Chhattisgarh","3102","63","73.1","18.0","0.4","171"
"","Gujarat","13455","51","294.2","48.5","-1.9","590"
"","MP","7120","32","156.5","89.2","-0.3","570"
"","Maharashtra","17439","277","393.7","117.0","-2.0","1133"
"","Goa","429","52","9.8","8.0","1.4","0"
"","DD","262","1","5.9","5.5","0.3","58"
"","DNH","640","3","14.9","14.7","0.2","31"
"","Essar steel","465","2","9.7","9.6","0.1","11"
"SR","Andhra Pradesh","5488","500","129.1","22.5","4.2","629"
"","Telangana","5472","500","126.1","72.3","5.8","449"
"","Karnataka","7307","300","143.8","14.6","-0.2","289"
"","Kerala","2627","650","57.5","35.0","2.6","598"
"","Tamil Nadu","12512","0","276.7","90.0","-2.7","417"
"","Pondy","334","0","7.0","7.1","-0.1","29"
"ER","Bihar","2242","0","46.6","43.0","1.1","60"
"","DVC","2539","0","57.8","-20.4","-0.5","230"
"","Jharkhand","1057","0","22.1","11.7","-0.5","130"
"","Odisha","3690","0","77.0","17.5","2.0","310"
"","West Bengal","6526","0","144.8","30.8","4.4","480"
"","Sikkim","87","0","1.3","1.0","0.3","41"
"NER","Arunachal Pradesh","104","14","1.6","1.3","0.3","46"
"","Assam","1165","220","22.7","14.7","2.7","153"
"","Manipur","108","15","1.5","1.7","-0.2","19"
"","Meghalaya","265","19","4.3","1.1","-0.4","33"
"","Mizoram","73","5","1.0","0.9","-0.2","15"
"","Nagaland","96","6","1.4","1.6","-0.4","18"
"","Tripura","220","52","3.3","1.1","0.0","73"
