"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5159","0","102.6","45.7","-2.1","-12","0.0"
"","Haryana","5951","0","113.3","106.1","0.8","196","0.0"
"","Rajasthan","11229","0","215.3","67.9","-0.6","314","0.0"
"","Delhi","3265","0","62.0","46.3","-1.6","153","0.0"
"","UP","14298","0","268.7","118.1","1.1","850","0.3"
"","Uttarakhand","1716","0","33.7","18.8","0.4","160","0.0"
"","HP","1547","0","27.9","18.4","0.4","189","0.0"
"","J&K","2116","529","39.3","33.2","-1.4","201","9.3"
"","Chandigarh","194","0","3.5","3.3","0.2","40","0.0"
"WR","Chhattisgarh","3330","0","70.8","21.9","-1.0","251","0.0"
"","Gujarat","14622","0","314.5","85.1","3.5","375","0.0"
"","MP","10877","0","218.5","145.8","-1.2","594","0.0"
"","Maharashtra","19052","0","414.3","127.0","-1.8","555","0.0"
"","Goa","541","0","12.4","11.4","0.4","63","0.0"
"","DD","328","0","7.3","6.7","0.6","55","0.0"
"","DNH","776","0","18.1","18.2","-0.1","30","0.0"
"","Essar steel","258","0","5.8","5.7","0.1","246","0.0"
"SR","Andhra Pradesh","8426","0","173.3","76.3","0.5","537","0.0"
"","Telangana","8046","0","176.6","64.2","1.1","413","0.0"
"","Karnataka","9052","0","177.3","32.7","-1.0","465","0.0"
"","Kerala","3725","0","70.8","52.6","1.4","211","0.0"
"","Tamil Nadu","14157","0","295.1","141.0","-1.0","654","0.0"
"","Pondy","371","0","7.6","8.2","-0.6","27","0.0"
"ER","Bihar","4118","0","69.1","70.2","-2.0","230","0.0"
"","DVC","3021","0","62.4","-39.9","0.2","300","0.0"
"","Jharkhand","1134","0","23.9","16.3","-1.3","110","0.0"
"","Odisha","3714","0","70.4","5.1","0.2","250","0.0"
"","West Bengal","6373","0","115.8","39.3","1.2","270","0.0"
"","Sikkim","100","0","1.5","1.5","-0.1","15","0.0"
"NER","Arunachal Pradesh","108","1","2.2","1.6","0.3","22","0.0"
"","Assam","1450","30","23.7","18.9","-0.3","100","0.5"
"","Manipur","145","1","2.4","2.3","0.1","36","0.0"
"","Meghalaya","339","0","6.0","3.0","0.2","20","0.0"
"","Mizoram","98","1","1.8","0.8","0.4","14","0.0"
"","Nagaland","125","2","2.1","2.0","-0.2","48","0.0"
"","Tripura","231","1","4.0","2.7","-0.2","19","0.0"
