"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","8694","0","164.2","105.9","-3.9","279","0.0"
"","Haryana","7606","0","139.0","104.9","0.7","566","0.0"
"","Rajasthan","9278","0","210.2","70.8","3.4","424","0.0"
"","Delhi","4644","0","95.9","79.4","-0.6","247","0.1"
"","UP","17565","90","339.3","150.2","1.5","818","0.0"
"","Uttarakhand","1832","0","40.5","14.8","0.0","105","0.0"
"","HP","1249","0","26.6","0.7","2.5","225","0.0"
"","J&K","2141","535","40.3","14.9","-0.6","142","9.5"
"","Chandigarh","239","0","5.1","6.0","-0.9","0","0.0"
"WR","Chhattisgarh","3160","0","75.5","11.1","-1.4","107","0.0"
"","Gujarat","14971","0","333.2","105.8","2.3","478","0.0"
"","MP","7168","0","158.0","84.0","-1.1","352","0.0"
"","Maharashtra","19099","0","426.8","114.9","4.8","593","0.0"
"","Goa","428","0","8.5","8.6","-0.6","55","0.0"
"","DD","323","0","7.2","6.6","0.7","80","0.0"
"","DNH","746","0","17.2","16.8","0.4","51","0.0"
"","Essar steel","486","0","10.1","9.8","0.3","184","0.0"
"SR","Andhra Pradesh","6549","0","144.1","49.9","6.2","531","0.0"
"","Telangana","5896","0","123.8","49.3","-3.1","200","0.0"
"","Karnataka","7694","0","165.2","66.2","3.3","450","0.0"
"","Kerala","3546","0","69.3","51.8","1.8","337","0.0"
"","Tamil Nadu","14202","0","299.3","112.0","1.0","866","0.0"
"","Pondy","349","0","7.4","7.7","-0.3","159","0.0"
"ER","Bihar","3707","0","69.8","70.1","-1.6","50","0.0"
"","DVC","2776","0","60.8","-29.9","2.5","450","0.0"
"","Jharkhand","907","0","18.8","14.9","-2.3","30","0.0"
"","Odisha","4075","0","78.5","17.6","0.6","400","0.0"
"","West Bengal","7087","0","116.4","47.6","-2.4","250","0.0"
"","Sikkim","67","0","1.0","1.2","-0.2","25","0.0"
"NER","Arunachal Pradesh","103","2","2.0","2.8","-0.8","8","0.0"
"","Assam","1545","96","27.1","19.6","1.9","78","0.8"
"","Manipur","136","4","1.9","2.2","-0.2","27","0.0"
"","Meghalaya","248","0","4.6","0.0","-0.2","36","0.0"
"","Mizoram","70","1","1.2","1.1","0.1","23","0.0"
"","Nagaland","115","1","2.0","2.2","-0.5","53","0.0"
"","Tripura","230","4","5.8","2.2","0.5","35","0.1"
