"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","9523","0","212.8","121.5","0.0","133"
"","Haryana","8252","0","173.5","126.9","-1.6","290"
"","Rajasthan","7542","0","164.1","51.8","1.2","292"
"","Delhi","4933","0","103.9","90.0","-0.5","185"
"","UP","12162","4710","268.5","141.7","5.0","530"
"","Uttarakhand","1715","140","37.3","11.6","2.1","185"
"","HP","1206","28","24.7","-2.7","2.5","430"
"","J&K","1800","450","34.5","19.2","1.3","462"
"","Chandigarh","293","0","6.0","6.3","0.3","12"
"WR","Chhattisgarh","3147","96","70.5","35.8","1.9","438"
"","Gujarat","10866","0","240.4","46.8","-2.3","364"
"","MP","6347","0","127.2","76.4","-1.5","210"
"","Maharashtra","15834","42","345.1","88.7","-11.9","876"
"","Goa","368","0","7.8","7.5","-0.4","12"
"","DD","292","0","6.6","6.2","0.5","62"
"","DNH","681","0","15.9","15.9","0.0","20"
"","Essar steel","372","0","7.1","5.8","1.3","127"
"SR","Andhra Pradesh","5950","0","140.5","24.7","1.7","436"
"","Telangana","6355","0","142.8","91.4","2.2","377"
"","Karnataka","8093","300","173.5","17.0","1.9","421"
"","Kerala","3236","0","60.1","35.7","2.0","342"
"","Tamil Nadu","12452","0","263.6","99.6","-3.0","393"
"","Pondy","326","0","6.5","6.5","0.0","32"
"ER","Bihar","3025","200","64.2","60.7","1.6","200"
"","DVC","2499","0","57.1","-21.6","-0.4","180"
"","Jharkhand","1018","0","21.7","13.7","0.6","80"
"","Odisha","3839","0","69.0","15.6","1.4","270"
"","West Bengal","7044","0","134.7","49.5","1.9","250"
"","Sikkim","90","0","1.2","0.8","0.4","25"
"NER","Arunachal Pradesh","94","1","1.1","1.8","-0.7","21"
"","Assam","1266","188","25.7","17.7","3.0","229"
"","Manipur","119","1","1.9","1.8","0.1","46"
"","Meghalaya","295","1","4.6","0.9","-0.4","88"
"","Mizoram","73","1","1.2","1.1","0.1","20"
"","Nagaland","130","2","1.9","1.8","0.1","38"
"","Tripura","250","1","3.1","0.9","0.2","90"
