"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","7293","0","150.1","74.1","-1.9","211","0.0"
"","Haryana","8165","0","156.6","122.6","0.6","616","0.2"
"","Rajasthan","10170","0","223.1","59.9","-1.2","488","0.0"
"","Delhi","5209","0","106.7","91.3","-1.2","221","0.0"
"","UP","19570","0","380.9","171.3","-0.8","639","0.0"
"","Uttarakhand","1969","0","48.5","19.9","-0.3","202","0.0"
"","HP","1288","0","26.7","6.6","0.8","201","0.0"
"","J&K","2392","598","46.4","28.0","0.7","330","11.0"
"","Chandigarh","245","0","4.9","5.6","-0.7","0","0.0"
"WR","Chhattisgarh","4205","0","96.3","51.3","-2.5","276","0.0"
"","Gujarat","16998","0","373.2","100.3","0.5","466","0.0"
"","MP","9135","0","208.7","107.8","0.0","636","0.0"
"","Maharashtra","22188","0","497.2","145.5","-1.4","458","0.0"
"","Goa","541","0","10.7","11.2","-1.0","45","0.0"
"","DD","320","0","7.0","6.7","0.3","50","0.0"
"","DNH","795","0","18.4","18.5","-0.1","65","0.0"
"","Essar steel","319","0","5.7","5.7","0.0","302","0.0"
"SR","Andhra Pradesh","9306","0","196.6","60.6","-0.4","454","0.0"
"","Telangana","7843","0","169.7","47.0","-0.3","533","0.0"
"","Karnataka","12158","0","236.2","77.2","1.7","797","0.0"
"","Kerala","4077","0","84.4","54.6","1.4","231","0.0"
"","Tamil Nadu","15308","0","349.6","167.8","0.3","889","0.0"
"","Pondy","432","0","8.9","8.9","0.0","53","0.0"
"ER","Bihar","5037","0","88.1","85.6","0.0","255","0.0"
"","DVC","2976","0","64.2","-42.0","-0.5","297","0.0"
"","Jharkhand","1229","0","25.3","15.5","-0.9","50","0.0"
"","Odisha","3359","0","66.7","16.6","-0.7","275","0.0"
"","West Bengal","8374","0","164.0","48.4","-0.8","256","0.0"
"","Sikkim","99","0","1.2","1.6","-0.4","20","0.0"
"NER","Arunachal Pradesh","108","3","1.9","2.9","-1.0","31","0.0"
"","Assam","1402","172","23.0","16.5","1.0","115","2.1"
"","Manipur","172","3","2.3","2.2","0.1","27","0.0"
"","Meghalaya","307","0","5.6","1.2","0.0","57","0.0"
"","Mizoram","94","2","1.7","1.6","0.0","24","0.0"
"","Nagaland","122","3","2.0","1.9","0.1","18","0.0"
"","Tripura","282","1","4.6","4.8","-0.4","40","0.0"
