"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","9162","0","208.7","121.1","-1.4","120"
"","Haryana","8117","0","168.7","142.4","-2.0","193"
"","Rajasthan","7648","0","172.2","69.1","1.1","263"
"","Delhi","5032","0","101.7","85.6","0.5","173"
"","UP","12559","0","280.0","142.9","1.4","432"
"","Uttarakhand","1720","0","37.6","15.9","1.9","224"
"","HP","1235","0","24.9","-0.3","0.3","179"
"","J&K","1837","459","35.8","15.7","-1.9","168"
"","Chandigarh","257","0","5.5","5.9","-0.4","8"
"WR","Chhattisgarh","3496","0","80.1","40.9","2.7","445"
"","Gujarat","12744","0","286.3","76.3","-4.5","396"
"","MP","4869","0","93.9","13.3","-3.0","279"
"","Maharashtra","17860","0","388.5","121.0","0.8","488"
"","Goa","422","0","9.2","6.9","1.8","154"
"","DD","313","0","7.0","6.7","0.3","29"
"","DNH","740","0","16.9","17.1","-0.1","29"
"","Essar steel","572","0","11.4","11.6","-0.2","229"
"SR","Andhra Pradesh","7837","0","170.2","11.6","5.8","719"
"","Telangana","7657","0","174.3","114.6","1.1","305"
"","Karnataka","8145","600","188.4","62.4","3.0","624"
"","Kerala","3388","0","65.3","45.4","0.6","125"
"","Tamil Nadu","14163","0","309.3","118.2","2.5","806"
"","Pondy","359","0","7.8","7.6","0.1","40"
"ER","Bihar","3403","200","70.0","66.8","1.0","250"
"","DVC","2756","0","59.2","-17.3","-1.0","100"
"","Jharkhand","1075","0","20.0","15.5","-0.1","150"
"","Odisha","3759","0","75.8","19.7","-1.0","200"
"","West Bengal","7762","0","154.1","50.7","5.4","485"
"","Sikkim","85","0","1.3","1.4","-0.1","25"
"NER","Arunachal Pradesh","103","3","2.0","2.0","0.0","7"
"","Assam","1569","69","32.3","22.7","4.9","203"
"","Manipur","128","3","2.0","1.9","0.1","2"
"","Meghalaya","243","0","4.6","0.4","0.6","23"
"","Mizoram","69","5","1.2","1.0","0.2","18"
"","Nagaland","106","3","1.9","1.6","0.2","4"
"","Tripura","253","0","4.3","3.3","1.4","36"
