"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4043","0","78.9","49.7","-1.6","117"
"","Haryana","5439","12","89.8","70.8","-1.2","222"
"","Rajasthan","6985","0","140.5","55.9","-0.8","180"
"","Delhi","3243","0","65.0","48.5","0.2","138"
"","UP","9964","3105","224.1","91.5","-2.2","218"
"","Uttarakhand","1556","75","30.4","17.3","2.9","434"
"","HP","1320","0","25.6","12.6","1.7","146"
"","J&K","1778","356","38.6","22.5","2.6","385"
"","Chandigarh","175","0","3.4","3.5","0.3","25"
"WR","Chhattisgarh","3724","96","85.2","32.1","0.4","422"
"","Gujarat","12143","0","276.5","46.6","-0.2","348"
"","MP","6821","0","145.7","80.9","0.4","408"
"","Maharashtra","16547","42","395.1","92.9","4.9","527"
"","Goa","360","0","8.4","6.8","1.1","103"
"","DD","267","0","6.1","5.8","0.3","84"
"","DNH","679","0","16.0","16.0","0.0","49"
"","Essar steel","519","0","10.6","10.6","0.0","78"
"SR","Andhra Pradesh","6501","0","150.6","27.0","3.6","365"
"","Telangana","6502","136","148.1","90.2","0.5","246"
"","Karnataka","8857","600","198.9","26.7","2.4","394"
"","Kerala","3105","97","64.8","39.6","1.2","219"
"","Tamil Nadu","12361","881","294.8","117.0","-1.4","304"
"","Pondy","329","0","7.0","7.0","0.0","29"
"ER","Bihar","2739","100","51.1","46.1","4.3","380"
"","DVC","2348","0","55.6","-18.0","-0.2","0"
"","Jharkhand","888","0","19.0","10.3","-1.5","100"
"","Odisha","3894","0","72.3","18.6","-1.5","675"
"","West Bengal","6625","0","129.0","37.0","-1.6","40"
"","Sikkim","99","0","1.3","1.0","0.3","25"
"NER","Arunachal Pradesh","114","2","1.4","1.3","0.0","46"
"","Assam","1214","80","19.1","12.2","1.7","96"
"","Manipur","60","4","1.1","1.2","-0.1","16"
"","Meghalaya","304","3","4.6","2.6","-0.8","12"
"","Mizoram","70","4","1.0","0.8","0.2","28"
"","Nagaland","96","3","1.6","1.4","0.2","21"
"","Tripura","210","7","2.8","-0.1","0.7","64"
