"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4930","0","91.4","30.8","-0.7","372"
"","Haryana","5471","0","103.3","41.6","-0.4","237"
"","Rajasthan","8910","0","183.2","68.7","-0.5","202"
"","Delhi","3510","0","63.1","44.5","-0.7","294"
"","UP","10446","980","226.1","90.9","-3.7","284"
"","Uttarakhand","1717","40","33.3","23.6","2.6","210"
"","HP","1246","60","25.2","19.7","0.8","88"
"","J&K","1898","100","41.3","33.7","1.8","248"
"","Chandigarh","213","0","3.7","3.1","0.6","59"
"WR","Chhattisgarh","2980","37","66.1","22.4","0.2","447"
"","Gujarat","10820","0","239.7","48.6","2.4","563"
"","MP","6884","32","135.7","52.6","-3.8","480"
"","Maharashtra","17557","205","370.2","116.3","5.5","561"
"","Goa","400","2","7.9","7.9","-0.6","16"
"","DD","249","1","6.0","5.9","0.1","1"
"","DNH","633","3","14.9","14.7","0.1","35"
"","Essar steel","365","1","8.0","7.9","-0.2","60"
"SR","Andhra Pradesh","11649","1000","262.0","94.2","5.4","462"
"","Karnataka","8882","300","187.9","20.3","-0.3","174"
"","Kerala","3259","150","59.9","29.6","2.0","250"
"","Tamil Nadu","12799","1044","252.4","93.7","2.5","444"
"","Pondy","306","0","5.9","6.2","-0.4","27"
"ER","Bihar","2043","0","42.3","39.1","0.6","130"
"","DVC","2673","0","58.8","-14.8","-1.4","210"
"","Jharkhand","1156","0","21.6","12.0","-1.6","170"
"","Odisha","3512","0","65.0","11.5","1.9","510"
"","West Bengal","6502","0","111.2","28.6","4.9","430"
"","Sikkim","100","0","1.3","1.3","-0.1","15"
"NER","Arunachal Pradesh","108","12","1.4","1.2","0.2","41"
"","Assam","942","230","16.5","10.7","0.9","100"
"","Manipur","110","15","1.5","1.4","0.1","48"
"","Meghalaya","278","12","4.8","2.7","0.1","79"
"","Mizoram","73","3","1.1","0.9","-0.1","28"
"","Nagaland","89","8","1.4","1.2","0.0","31"
"","Tripura","197","1","2.9","-0.4","0.8","75"
