"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4679","0","94.5","60.6","1.7","342"
"","Haryana","5754","391","100.9","88.3","-4.3","169"
"","Rajasthan","7863","0","164.8","68.1","2.5","266"
"","Delhi","3618","0","75.0","63.3","-2.6","87"
"","UP","14764","0","259.0","100.4","-12.5","446"
"","Uttarakhand","1644","0","32.2","18.4","-0.6","179"
"","HP","1251","0","23.9","10.8","1.7","160"
"","J&K","2272","568","47.7","26.9","7.2","470"
"","Chandigarh","185","0","3.6","4.0","-0.4","5"
"WR","Chhattisgarh","3927","0","91.6","38.6","-1.5","84"
"","Gujarat","14419","0","320.4","71.0","0.2","421"
"","MP","8086","0","172.4","95.8","-1.6","632"
"","Maharashtra","22636","0","491.8","148.8","1.9","478"
"","Goa","519","0","10.2","9.5","0.4","90"
"","DD","311","0","6.9","6.5","0.3","47"
"","DNH","741","0","16.8","16.2","0.6","72"
"","Essar steel","452","0","9.3","9.4","-0.1","147"
"SR","Andhra Pradesh","7497","0","166.8","33.3","2.1","514"
"","Telangana","8459","0","177.4","79.7","0.2","350"
"","Karnataka","9987","0","215.3","84.4","3.3","656"
"","Kerala","3787","0","75.4","52.4","1.8","241"
"","Tamil Nadu","14778","0","320.3","155.7","-0.7","700"
"","Pondy","354","0","7.4","7.6","-0.2","95"
"ER","Bihar","3548","200","60.8","60.0","-2.8","70"
"","DVC","3035","0","64.9","-31.9","-0.2","210"
"","Jharkhand","1138","0","24.4","16.4","2.1","200"
"","Odisha","4128","0","86.8","23.4","1.5","500"
"","West Bengal","8342","0","161.7","61.8","3.0","480"
"","Sikkim","74","0","1.1","1.5","-0.5","5"
"NER","Arunachal Pradesh","95","1","1.9","1.9","0.0","8"
"","Assam","1325","114","19.7","15.6","1.6","139"
"","Manipur","137","1","2.3","1.9","0.4","13"
"","Meghalaya","286","0","5.2","2.9","0.2","27"
"","Mizoram","77","0","1.4","1.2","0.2","12"
"","Nagaland","97","0","2.0","1.7","0.1","14"
"","Tripura","243","1","4.3","1.9","0.5","42"
