"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","8258","0","187.5","125.7","0.5","182"
"","Haryana","7182","0","151.3","94.6","0.3","282"
"","Rajasthan","6068","0","137.6","53.7","-5.7","88"
"","Delhi","4405","0","97.3","69.7","-1.0","187"
"","UP","10464","1580","236.1","118.8","-2.3","179"
"","Uttarakhand","1483","195","32.1","12.9","0.1","104"
"","HP","1092","0","22.6","2.2","-1.0","148"
"","J&K","1436","100","26.9","15.1","-1.8","217"
"","Chandigarh","278","0","5.6","5.9","-0.3","10"
"WR","Chhattisgarh","2699","13","61.1","21.6","1.3","315"
"","Gujarat","9065","49","197.4","48.3","2.5","465"
"","MP","5638","12","114.8","30.0","7.4","693"
"","Maharashtra","14400","123","316.3","96.9","8.0","594"
"","Goa","371","1","7.7","6.6","0.7","86"
"","DD","255","0","6.1","3.7","2.4","132"
"","DNH","643","1","15.2","11.5","3.8","186"
"","Essar steel","388","1","8.7","8.6","0.2","51"
"SR","Andhra Pradesh","10668","2500","235.1","69.5","5.4","446"
"","Karnataka","6707","1000","144.0","21.7","0.6","229"
"","Kerala","3034","150","55.3","16.9","-0.7","158"
"","Tamil Nadu","10363","574","229.6","63.1","1.4","374"
"","Pondy","306","0","5.9","6.2","-0.4","86"
"ER","Bihar","2107","350","41.7","41.9","-0.3","140"
"","DVC","2704","75","57.5","-23.6","2.1","280"
"","Jharkhand","1012","0","19.2","15.3","-2.1","40"
"","Odisha","3587","200","68.9","18.8","2.7","320"
"","West Bengal","6884","31","124.0","41.9","7.7","460"
"","Sikkim","94","0","1.2","1.5","-0.3","14"
"NER","Arunachal Pradesh","98","2","1.1","1.1","0.0","90"
"","Assam","1145","114","21.1","15.3","-0.2","185"
"","Manipur","115","3","1.6","2.2","-0.5","35"
"","Meghalaya","235","5","4.7","-0.2","0.8","183"
"","Mizoram","57","3","1.0","1.1","-0.1","13"
"","Nagaland","99","1","1.4","1.3","-0.2","24"
"","Tripura","206","10","3.2","1.3","0.1","72"
