"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","4436","0","100.7","45.4","-1.5","58","0.0"
"","Haryana","4981","0","98.7","82.0","-0.7","395","0.0"
"","Rajasthan","7119","0","146.4","43.8","-2.9","262","0.0"
"","Delhi","3644","0","73.7","62.2","-3.1","15","0.0"
"","UP","13425","0","251.5","114.3","-1.4","482","0.0"
"","Uttarakhand","1662","0","34.6","13.5","-1.4","95","0.0"
"","HP","1288","0","26.0","7.1","0.8","128","0.0"
"","J&K","1974","493","39.4","29.0","-1.2","202","9.3"
"","Chandigarh","164","0","3.2","3.9","-0.7","16","0.0"
"WR","Chhattisgarh","4514","0","99.6","46.9","-4.0","299","0.0"
"","Gujarat","15037","0","335.8","115.2","2.2","584","0.0"
"","MP","7607","0","154.0","57.2","-1.2","387","0.0"
"","Maharashtra","20829","0","470.4","144.9","0.1","397","0.0"
"","Goa","548","0","13.8","11.6","2.1","55","0.0"
"","DD","329","0","7.5","7.1","0.4","33","0.0"
"","DNH","794","0","18.7","18.5","0.1","63","0.0"
"","Essar steel","188","0","2.9","2.9","0.0","235","0.0"
"SR","Andhra Pradesh","8999","0","193.9","69.2","0.8","483","0.0"
"","Telangana","8615","0","189.0","69.8","0.5","498","0.0"
"","Karnataka","12569","0","241.5","78.5","0.3","492","0.0"
"","Kerala","3598","0","82.4","59.3","1.0","191","0.0"
"","Tamil Nadu","15848","0","360.3","191.8","0.3","489","0.0"
"","Pondy","412","0","8.7","8.9","-0.2","34","0.0"
"ER","Bihar","4348","0","69.1","64.9","0.4","370","0.0"
"","DVC","3232","0","67.1","-35.1","-0.5","280","0.0"
"","Jharkhand","1170","0","22.6","17.6","-1.5","100","0.0"
"","Odisha","4220","0","90.5","35.4","1.1","350","0.0"
"","West Bengal","8542","0","162.6","50.1","-0.7","200","0.0"
"","Sikkim","73","0","1.0","1.6","-0.6","15","0.0"
"NER","Arunachal Pradesh","125","3","2.1","2.4","-0.3","30","0.0"
"","Assam","1230","130","15.6","13.5","-0.9","176","7.0"
"","Manipur","130","4","1.5","1.7","-0.2","47","0.0"
"","Meghalaya","310","35","4.1","3.6","-0.2","46","0.3"
"","Mizoram","90","2","1.9","1.4","0.4","19","0.0"
"","Nagaland","132","1","2.1","1.9","0.2","12","0.0"
"","Tripura","270","1","4.2","3.7","0.1","75","0.0"
