"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","6461","0","136.9","78.8","-1.5","64","0.0"
"","Haryana","7109","0","137.8","110.5","0.4","216","0.0"
"","Rajasthan","9297","0","194.9","52.3","-0.7","279","0.0"
"","Delhi","4199","0","88.4","80.8","-0.1","242","0.0"
"","UP","19163","0","364.1","160.9","0.9","520","0.0"
"","Uttarakhand","1918","0","41.7","19.1","-0.5","151","0.0"
"","HP","1404","0","27.2","7.0","0.3","188","0.0"
"","J&K","2423","606","45.9","25.8","-1.1","140","10.8"
"","Chandigarh","208","0","4.4","5.6","-1.2","0","0.0"
"WR","Chhattisgarh","4029","0","91.0","40.6","-3.3","291","0.0"
"","Gujarat","16996","0","371.8","78.5","4.5","599","0.0"
"","MP","9369","0","213.3","99.8","-0.1","787","0.0"
"","Maharashtra","22148","0","496.7","116.2","0.3","478","0.0"
"","Goa","541","0","11.5","10.5","0.4","205","0.0"
"","DD","338","0","7.5","6.9","0.6","47","0.0"
"","DNH","763","0","17.8","17.8","0.0","62","0.0"
"","Essar steel","363","0","6.8","7.3","-0.5","257","0.0"
"SR","Andhra Pradesh","9678","0","197.7","61.7","1.5","456","0.0"
"","Telangana","7963","0","173.4","48.9","1.3","495","0.0"
"","Karnataka","10720","0","220.9","64.1","0.0","492","0.0"
"","Kerala","4066","0","81.5","60.1","1.3","264","0.0"
"","Tamil Nadu","15129","0","335.7","175.1","1.4","483","0.0"
"","Pondy","416","20","9.0","9.2","-0.2","45","0.1"
"ER","Bihar","5382","0","103.6","100.4","-1.4","330","0.0"
"","DVC","3208","0","68.4","-45.8","0.0","240","0.0"
"","Jharkhand","1215","0","28.6","18.9","-0.3","90","0.0"
"","Odisha","4607","0","94.9","32.0","2.5","220","0.0"
"","West Bengal","9155","0","192.9","67.2","0.2","500","0.0"
"","Sikkim","92","0","1.1","1.6","-0.4","25","0.0"
"NER","Arunachal Pradesh","114","4","2.2","2.7","-0.5","21","0.0"
"","Assam","1492","41","24.5","19.8","0.7","147","2.4"
"","Manipur","163","5","2.5","2.3","0.1","20","0.0"
"","Meghalaya","279","4","5.3","2.6","0.2","53","0.4"
"","Mizoram","94","3","1.7","1.4","0.0","17","0.0"
"","Nagaland","110","4","2.0","2.2","-0.3","18","0.0"
"","Tripura","269","13","4.2","3.9","0.3","49","0.9"
