"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4485","0","86.9","31.3","2.8","321"
"","Haryana","5169","0","100.1","35.9","-0.5","259"
"","Rajasthan","8193","0","171.8","69.4","-5.2","36"
"","Delhi","3095","0","57.6","42.1","0.9","330"
"","UP","8738","1580","208.6","71.5","-1.7","322"
"","Uttarakhand","1577","80","30.1","20.2","0.3","169"
"","HP","1262","0","23.6","15.5","0.9","193"
"","J&K","1988","100","37.3","27.8","2.8","114"
"","Chandigarh","177","0","3.2","3.1","0.2","28"
"WR","Chhattisgarh","2645","7","54.2","11.9","-2.2","219"
"","Gujarat","11127","0","238.0","11.1","1.1","813"
"","MP","8896","0","184.4","108.2","-6.1","402"
"","Maharashtra","17277","401","351.1","106.9","6.7","860"
"","Goa","394","0","7.6","6.9","0.0","37"
"","DD","236","0","5.7","5.5","0.2","18"
"","DNH","633","0","14.8","13.9","0.9","86"
"","Essar steel","303","0","6.8","6.2","0.6","51"
"SR","Andhra Pradesh","10143","0","224.9","80.7","1.8","333"
"","Karnataka","7894","350","162.0","19.4","2.3","441"
"","Kerala","2958","150","52.9","32.4","2.1","349"
"","Tamil Nadu","9421","1884","201.8","67.1","1.8","419"
"","Pondy","311","0","5.5","6.1","-0.6","30"
"ER","Bihar","2084","0","38.9","37.4","-1.1","260"
"","DVC","2466","0","55.6","-17.2","-2.3","190"
"","Jharkhand","1079","0","20.6","11.2","-2.7","55"
"","Odisha","3424","0","66.3","10.8","3.2","190"
"","West Bengal","5981","0","101.0","12.8","6.2","300"
"","Sikkim","119","0","2.0","1.2","0.7","20"
"NER","Arunachal Pradesh","105","6","1.2","1.1","0.1","59"
"","Assam","1080","38","17.2","12.0","1.3","194"
"","Manipur","109","1","1.4","1.6","-0.2","44"
"","Meghalaya","265","17","4.8","2.8","0.0","70"
"","Mizoram","59","5","1.2","1.0","0.0","14"
"","Nagaland","89","6","1.4","1.1","0.1","25"
"","Tripura","175","19","3.2","0.1","0.6","48"
