"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","6976","0","148.4","72.6","-0.9","124","0.0"
"","Haryana","7087","0","147.8","106.0","0.2","196","0.0"
"","Rajasthan","8301","0","182.5","50.6","-0.6","304","0.0"
"","Delhi","3943","0","82.5","68.6","-2.0","39","0.0"
"","UP","16653","0","322.2","134.2","0.1","551","0.0"
"","Uttarakhand","1739","0","36.3","13.9","0.9","149","0.0"
"","HP","1394","0","26.7","10.1","0.5","104","0.0"
"","J&K","1914","478","38.8","29.9","0.0","165","9.2"
"","Chandigarh","211","0","4.1","4.2","-0.1","14","0.0"
"WR","Chhattisgarh","3540","0","82.8","36.7","-0.7","354","0.0"
"","Gujarat","13531","0","299.3","61.1","6.1","762","0.0"
"","MP","7916","0","172.0","90.1","-3.4","383","0.0"
"","Maharashtra","18407","0","408.9","160.6","0.5","373","0.0"
"","Goa","541","0","12.0","11.7","-0.3","93","0.0"
"","DD","322","0","7.0","6.8","0.2","27","0.0"
"","DNH","718","0","16.7","16.8","-0.1","61","0.0"
"","Essar steel","348","0","6.1","5.6","0.5","316","0.0"
"SR","Andhra Pradesh","7401","0","158.5","84.3","-0.1","368","0.0"
"","Telangana","8170","0","176.0","71.0","-1.9","319","0.0"
"","Karnataka","6662","0","136.3","38.2","1.4","741","0.0"
"","Kerala","3270","0","66.3","46.5","1.8","195","0.0"
"","Tamil Nadu","12010","0","268.8","117.9","1.1","522","0.0"
"","Pondy","316","0","6.8","7.2","-0.5","23","0.0"
"ER","Bihar","4930","0","94.4","93.3","-2.7","200","0.0"
"","DVC","2609","0","56.1","-12.0","1.3","210","0.0"
"","Jharkhand","1045","0","23.2","14.3","-1.1","50","0.0"
"","Odisha","3844","0","79.7","14.9","8.0","350","0.0"
"","West Bengal","6509","0","128.2","33.8","0.5","400","0.0"
"","Sikkim","40","0","0.5","1.2","-0.7","0","0.0"
"NER","Arunachal Pradesh","115","1","2.3","2.0","0.0","51","0.0"
"","Assam","1451","24","25.1","18.9","0.2","148","2.0"
"","Manipur","160","2","2.5","2.0","0.4","32","0.0"
"","Meghalaya","291","0","5.1","-0.4","0.0","83","0.0"
"","Mizoram","94","1","1.7","1.2","-0.7","23","0.0"
"","Nagaland","151","3","2.3","1.9","0.1","47","0.0"
"","Tripura","257","3","3.8","3.3","0.5","96","0.0"
