"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","7845","0","167.9","86.0","0.5","325","0.0"
"","Haryana","6832","560","142.9","102.5","2.8","255","0.3"
"","Rajasthan","9161","291","204.2","76.3","4.5","363","4.1"
"","Delhi","4690","0","92.0","82.5","0.0","315","0.1"
"","UP","16122","230","355.0","152.0","1.4","519","0.0"
"","Uttarakhand","1892","0","39.0","10.1","-1.0","127","0.0"
"","HP","1377","0","27.1","5.6","0.6","106","0.0"
"","J&K","2070","518","43.0","24.9","4.7","483","10.2"
"","Chandigarh","248","0","4.9","4.9","0.0","49","0.0"
"WR","Chhattisgarh","3925","30","92.6","31.8","0.1","232","0.2"
"","Gujarat","15360","0","344.5","66.8","0.8","315","0.0"
"","MP","8248","0","178.3","102.5","4.8","582","0.0"
"","Maharashtra","18400","656","414.3","123.0","3.3","494","6.4"
"","Goa","399","0","8.9","8.3","0.2","99","0.0"
"","DD","336","0","7.6","6.5","1.0","62","0.0"
"","DNH","765","0","17.4","17.1","0.4","55","0.0"
"","Essar steel","348","0","6.7","6.3","0.5","188","0.0"
"SR","Andhra Pradesh","6879","0","151.2","52.8","3.2","570","0.0"
"","Telangana","8380","0","179.7","76.7","-1.6","468","0.0"
"","Karnataka","6989","0","142.2","50.6","1.8","429","0.0"
"","Kerala","3438","0","67.1","38.4","1.4","206","0.0"
"","Tamil Nadu","13110","0","278.2","110.4","-0.4","518","0.0"
"","Pondy","331","0","6.7","7.2","-0.5","26","0.0"
"ER","Bihar","4644","0","91.3","84.0","0.1","150","0.0"
"","DVC","3182","0","66.8","-21.0","0.2","100","0.0"
"","Jharkhand","1109","0","23.0","15.9","0.8","150","0.0"
"","Odisha","4486","0","85.6","35.5","-1.1","250","0.0"
"","West Bengal","8375","0","145.9","39.4","-0.9","250","0.0"
"","Sikkim","95","0","1.0","1.1","0.0","10","0.0"
"NER","Arunachal Pradesh","126","2","2.4","2.3","0.1","3","0.0"
"","Assam","1696","53","33.1","24.5","3.2","164","0.6"
"","Manipur","150","3","2.4","2.1","0.2","38","0.0"
"","Meghalaya","257","0","5.6","-1.4","0.8","69","0.0"
"","Mizoram","79","1","1.2","1.2","0.0","12","0.1"
"","Nagaland","113","1","1.9","1.8","0.0","25","0.1"
"","Tripura","271","0","4.9","4.5","-0.6","85","0.0"
