"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","10826","0","249.9","146.3","-0.6","109","0.0"
"","Haryana","8353","0","178.4","143.3","-0.1","175","0.0"
"","Rajasthan","9870","0","214.9","73.1","2.4","506","0.0"
"","Delhi","5378","0","111.7","87.5","-0.2","142","0.0"
"","UP","16300","130","328.6","170.4","0.9","706","0.0"
"","Uttarakhand","1826","0","36.0","15.3","-0.7","81","0.0"
"","HP","1371","0","28.8","-2.1","3.4","202","0.0"
"","J&K","2229","557","43.6","20.3","-0.8","304","10.5"
"","Chandigarh","294","0","5.9","6.7","-0.8","40","0.0"
"WR","Chhattisgarh","3074","0","71.4","28.2","-2.0","268","0.0"
"","Gujarat","13541","0","290.3","81.1","5.0","952","0.0"
"","MP","7372","0","161.5","67.7","-0.8","392","0.0"
"","Maharashtra","18014","0","393.1","122.5","0.8","758","0.0"
"","Goa","403","0","8.6","8.7","-0.7","76","0.0"
"","DD","335","0","6.8","6.4","0.4","67","0.0"
"","DNH","791","0","17.9","16.8","1.1","107","0.0"
"","Essar steel","520","0","10.5","10.5","0.0","291","0.0"
"SR","Andhra Pradesh","7841","0","175.4","19.5","3.8","495","0.0"
"","Telangana","8029","0","174.6","62.5","-0.3","473","0.0"
"","Karnataka","8853","0","178.3","52.5","0.6","483","0.0"
"","Kerala","3086","0","59.2","26.1","-0.3","275","0.0"
"","Tamil Nadu","14207","0","302.7","92.2","-1.4","498","0.0"
"","Pondy","355","0","7.2","7.5","-0.3","34","0.0"
"ER","Bihar","4812","0","92.4","92.1","0.2","60","0.0"
"","DVC","2753","0","62.1","-26.2","5.7","500","0.0"
"","Jharkhand","1151","0","24.1","16.3","-0.3","50","0.0"
"","Odisha","4851","0","94.4","35.7","2.3","450","0.6"
"","West Bengal","8387","0","169.3","57.7","0.1","400","0.0"
"","Sikkim","78","0","1.0","1.7","-0.6","0","0.0"
"NER","Arunachal Pradesh","114","6","2.6","2.9","-0.2","6","0.0"
"","Assam","1811","34","31.9","27.0","1.3","209","1.2"
"","Manipur","154","17","2.2","2.6","-0.4","34","0.0"
"","Meghalaya","300","5","5.8","0.4","0.4","8","0.0"
"","Mizoram","71","2","1.5","1.2","-0.1","4","0.0"
"","Nagaland","110","7","2.3","1.9","0.1","24","0.0"
"","Tripura","272","3","4.7","3.9","0.4","61","0.0"
