"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5164","0","98.3","30.3","0.2","197","0.0"
"","Haryana","6527","49","123.2","58.6","0.4","190","0.1"
"","Rajasthan","10897","0","204.4","66.5","4.0","448","0.0"
"","Delhi","3637","0","65.4","52.5","-0.5","303","0.0"
"","UP","13887","240","287.5","92.3","2.2","426","2.1"
"","Uttarakhand","1996","0","36.2","22.6","0.7","163","0.0"
"","HP","1487","0","27.1","21.6","0.1","137","0.0"
"","J&K","2048","512","44.1","40.4","-1.4","42","10.1"
"","Chandigarh","211","0","3.5","3.8","-0.3","8","0.0"
"WR","Chhattisgarh","3317","0","71.3","4.6","0.6","219","0.0"
"","Gujarat","14574","0","303.6","80.5","-0.8","699","0.0"
"","MP","12169","0","231.5","143.2","-0.4","359","0.0"
"","Maharashtra","19624","0","406.8","116.4","-3.6","346","0.0"
"","Goa","353","0","7.8","7.5","-0.2","22","0.0"
"","DD","281","0","4.9","4.6","0.3","45","0.0"
"","DNH","743","0","17.2","17.0","0.2","40","0.0"
"","Essar steel","522","0","11.0","11.2","-0.2","175","0.0"
"SR","Andhra Pradesh","7682","0","160.0","57.9","0.7","732","0.0"
"","Telangana","8462","0","164.5","76.3","-2.9","640","0.0"
"","Karnataka","9538","0","198.9","79.8","2.1","429","0.0"
"","Kerala","3442","0","64.5","48.7","0.8","217","0.0"
"","Tamil Nadu","13774","0","286.8","143.1","6.8","479","0.0"
"","Pondy","334","0","6.7","7.2","-0.5","27","0.0"
"ER","Bihar","3826","0","66.1","59.0","0.2","360","0.0"
"","DVC","3039","0","68.4","-36.0","-0.9","245","0.0"
"","Jharkhand","1030","0","24.2","13.5","0.9","135","0.0"
"","Odisha","3838","0","66.6","28.7","3.0","390","0.0"
"","West Bengal","6078","0","101.0","14.2","0.1","385","0.0"
"","Sikkim","105","0","1.4","1.6","-0.2","25","0.0"
"NER","Arunachal Pradesh","123","7","2.1","1.9","0.2","21","0.0"
"","Assam","1416","18","23.4","17.9","1.5","84","0.3"
"","Manipur","174","5","2.5","3.0","-0.5","3","0.0"
"","Meghalaya","324","0","6.5","3.4","0.1","27","0.0"
"","Mizoram","91","7","1.7","1.1","0.4","10","0.0"
"","Nagaland","127","7","2.3","1.7","0.1","33","0.0"
"","Tripura","226","1","3.3","1.6","-0.2","55","0.0"
