"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","8189","0","168.6","115.5","1.1","237"
"","Haryana","6462","0","144.5","92.1","-2.5","244"
"","Rajasthan","6587","0","148.0","69.4","-4.4","29"
"","Delhi","5045","0","104.2","81.7","-3.1","156"
"","UP","10543","1360","236.3","109.0","-5.4","168"
"","Uttarakhand","1595","0","33.3","15.5","-1.4","35"
"","HP","1140","35","24.3","3.0","-1.5","47"
"","J&K","1338","100","26.2","16.3","-3.5","2"
"","Chandigarh","275","0","5.6","6.0","-0.5","18"
"WR","Chhattisgarh","2276","5","54.2","16.4","-2.1","174"
"","Gujarat","10465","40","226.1","51.2","4.5","1070"
"","MP","5636","4","112.8","58.0","-1.8","341"
"","Maharashtra","15042","82","269.3","86.1","3.5","1000"
"","Goa","382","0","7.5","6.7","0.5","3"
"","DD","252","0","5.8","5.5","0.3","15"
"","DNH","580","0","13.8","13.7","0.1","53"
"SR","Andhra Pradesh","9394","1500","212.4","68.8","1.1","420"
"","Karnataka","7009","600","137.7","21.8","-0.2","407"
"","Kerala","2409","400","48.5","32.2","2.7","282"
"","Tamil Nadu","10584","620","243.3","62.3","-3.2","604"
"","Pondy","303","40","6.6","6.6","0.0","41"
"ER","Bihar","1941","50","42.1","42.4","-0.3","130"
"","DVC","2484","0","55.1","-22.0","-0.7","210"
"","Jharkhand","1035","0","19.5","13.1","-1.4","10"
"","Odisha","3185","100","62.2","13.8","2.9","320"
"","West Bengal","6579","0","130.5","38.4","0.6","220"
"","Sikkim","83","0","1.2","1.1","0.1","0"
"NER","Arunachal Pradesh","90","10","1.2","1.1","0.1","60"
"","Assam","1110","153","21.4","14.1","2.4","240"
"","Manipur","108","2","1.3","1.6","-0.3","31"
"","Meghalaya","225","5","4.2","0.6","-0.1","37"
"","Mizoram","48","8","1.0","0.9","0.1","5"
"","Nagaland","88","2","1.5","1.2","0.0","30"
"","Tripura","180","47","2.7","0.9","0.2","85"
