"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5579","0","126.2","30.3","0.2","91","0.0"
"","Haryana","6258","25","122.7","72.1","0.6","151","0.5"
"","Rajasthan","11688","0","231.5","71.8","1.1","464","0.0"
"","Delhi","3309","0","62.5","46.1","-0.4","219","0.0"
"","UP","12631","0","267.5","110.3","1.4","334","0.0"
"","Uttarakhand","1897","0","36.0","23.5","0.8","87","0.0"
"","HP","1585","0","28.9","20.5","0.2","120","0.1"
"","J&K","2048","512","43.5","39.5","-2.5","155","10.3"
"","Chandigarh","189","0","3.3","2.9","0.4","36","0.0"
"WR","Chhattisgarh","3568","0","77.3","7.5","-0.4","636","0.0"
"","Gujarat","14803","0","326.7","128.1","1.5","369","0.0"
"","MP","13177","0","257.8","150.4","-4.7","378","0.0"
"","Maharashtra","21428","0","440.9","118.1","-0.8","389","0.0"
"","Goa","480","0","10.2","9.7","0.2","16","0.0"
"","DD","322","0","7.0","6.5","0.5","57","0.0"
"","DNH","700","0","16.1","15.4","0.6","140","0.0"
"","Essar steel","525","0","11.2","11.1","0.1","-","0.0"
"SR","Andhra Pradesh","8018","0","172.2","60.3","0.5","671","0.0"
"","Telangana","8060","0","169.9","64.0","1.1","451","0.0"
"","Karnataka","10147","0","203.5","67.3","0.0","431","0.0"
"","Kerala","3606","0","70.6","57.3","1.3","346","0.0"
"","Tamil Nadu","13395","0","275.7","128.0","0.5","566","0.0"
"","Pondy","324","0","6.6","7.0","-0.4","20","0.0"
"ER","Bihar","4036","0","69.1","69.0","-2.8","460","0.0"
"","DVC","2667","0","55.7","-26.3","0.2","396","0.0"
"","Jharkhand","1128","0","25.8","14.5","0.4","169","0.0"
"","Odisha","4581","0","86.4","38.9","2.8","267","0.0"
"","West Bengal","6558","0","112.2","21.6","1.2","309","0.0"
"","Sikkim","100","0","1.5","1.8","-0.4","18","0.0"
"NER","Arunachal Pradesh","115","2","2.2","2.2","0.1","62","0.0"
"","Assam","1426","39","24.7","18.2","1.8","111","0.3"
"","Manipur","170","2","2.5","2.8","-0.3","25","0.0"
"","Meghalaya","350","0","6.6","5.1","0.1","262","0.0"
"","Mizoram","85","4","2.0","1.2","0.2","13","0.0"
"","Nagaland","116","3","2.2","1.8","0.2","41","0.0"
"","Tripura","225","1","3.7","1.7","0.7","40","0.0"
