"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","9127","0","202.2","130.4","0.7","214","0.0"
"","Haryana","7741","635","162.9","117.0","1.3","392","22.2"
"","Rajasthan","8921","0","184.4","66.7","0.3","354","0.0"
"","Delhi","5389","0","109.0","87.1","-1.8","129","0.2"
"","UP","16852","290","367.8","166.9","-0.3","181","0.0"
"","Uttarakhand","1774","0","36.2","10.3","-0.2","106","0.0"
"","HP","1221","22","25.7","-1.8","1.7","136","0.1"
"","J&K","1957","489","39.1","14.3","-1.2","170","9.3"
"","Chandigarh","305","0","6.2","6.1","0.1","26","0.0"
"WR","Chhattisgarh","3975","0","93.2","43.1","0.1","98","0.1"
"","Gujarat","12225","0","259.1","50.4","1.1","332","0.0"
"","MP","7587","0","161.9","96.5","0.2","482","0.0"
"","Maharashtra","18864","0","416.5","112.9","2.8","405","0.0"
"","Goa","423","0","8.1","8.8","-0.7","14","0.0"
"","DD","320","0","7.2","6.3","1.0","77","0.0"
"","DNH","728","0","16.9","16.8","0.1","19","0.0"
"","Essar steel","320","0","5.6","4.8","0.8","193","0.0"
"SR","Andhra Pradesh","7448","0","165","40","4.6","550","0.0"
"","Telangana","9370","0","194","116","-0.9","671","0.0"
"","Karnataka","8723","0","193","67","2.9","533","0.0"
"","Kerala","3321","0","65","49","1.3","214","0.0"
"","Tamil Nadu","13516","0","300","97","2.0","708","0.0"
"","Pondy","325","0","7","7","0.0","53","0.0"
"ER","Bihar","4162","0","75.5","71.2","-0.5","345","0.3"
"","DVC","2815","0","54.7","-22.9","1.2","402","0.6"
"","Jharkhand","1141","0","23.0","15.4","0.1","128","0.0"
"","Odisha","3871","0","77.9","23.1","-0.8","298","0.0"
"","West Bengal","8067","0","149.3","54.4","1.3","425","0.0"
"","Sikkim","96","0","1.4","1.1","0.3","20","0.0"
"NER","Arunachal Pradesh","112","5","2.0","2.6","-0.6","6","0.0"
"","Assam","1648","103","31.5","24.0","2.8","185","1.3"
"","Manipur","139","4","2.1","2.2","0.0","30","0.1"
"","Meghalaya","280","0","5.6","0.0","0.0","36","0.0"
"","Mizoram","65","3","1.3","1.2","0.1","11","0.1"
"","Nagaland","112","3","2.0","2.0","-0.2","15","0.1"
"","Tripura","237","1","4.4","3.9","0.1","86","0.0"
