"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","7713","0","177.9","55.8","-1.1","86","0.0"
"","Haryana","7565","0","154.3","90.3","0.5","293","0.0"
"","Rajasthan","9848","0","216.7","52.4","0.7","403","0.0"
"","Delhi","4188","0","91.9","63.2","-0.2","174","0.0"
"","UP","15682","720","352.1","134.9","1.8","428","11.2"
"","Uttarakhand","1890","0","38.5","12.1","0.6","153","0.0"
"","HP","1423","0","27.2","7.3","1.5","153","0.0"
"","J&K","1918","479","40.1","31.1","-3.8","264","9.4"
"","Chandigarh","206","0","3.9","4.1","-0.2","20","0.0"
"WR","Chhattisgarh","4490","0","103.9","31.9","-0.4","906","0.3"
"","Gujarat","17497","0","397.2","116.0","9.6","883","0.0"
"","MP","9871","0","219.9","102.9","-1.0","472","0.0"
"","Maharashtra","22217","0","494.8","177.6","4.0","488","0.0"
"","Goa","540","0","14.2","9.7","1.1","99","0.0"
"","DD","311","0","6.8","5.5","1.3","103","0.0"
"","DNH","761","0","17.5","16.6","0.9","119","0.0"
"","Essar steel","353","0","6.6","6.1","0.5","290","0.0"
"SR","Andhra Pradesh","8023","0","183.7","46.3","2.4","439","0.0"
"","Telangana","10447","0","229.4","95.4","2.1","469","0.0"
"","Karnataka","8414","0","176.9","12.4","1.1","491","0.0"
"","Kerala","3344","0","68.3","31.0","0.7","277","0.0"
"","Tamil Nadu","12078","0","254.1","147.8","1.4","431","0.0"
"","Pondy","310","0","6.4","6.5","0.0","38","0.0"
"ER","Bihar","5042","0","97.4","98.2","-3.7","400","0.3"
"","DVC","3025","0","61.3","-23.0","7.5","700","0.6"
"","Jharkhand","999","0","24.6","17.6","0.6","40","0.0"
"","Odisha","5203","0","115.3","44.3","2.6","400","0.9"
"","West Bengal","8882","0","173.3","63.9","0.8","260","0.0"
"","Sikkim","96","0","1.2","1.4","-0.2","15","0.0"
"NER","Arunachal Pradesh","125","3","2.1","2.3","-0.2","185","0.0"
"","Assam","1650","100","28.7","22.3","1.3","140","1.3"
"","Manipur","170","5","2.3","2.2","0.1","40","0.0"
"","Meghalaya","295","2","4.9","2.2","-0.2","45","0.0"
"","Mizoram","85","2","1.5","0.6","0.5","6","0.0"
"","Nagaland","115","1","2.3","1.7","0.1","8","0.0"
"","Tripura","287","2","4.8","4.1","0.3","52","0.0"
