"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","7164","0","140.5","87.1","1.6","252"
"","Haryana","6919","708","133.1","65.2","1.6","244"
"","Rajasthan","7601","0","165.9","57.1","-0.1","185"
"","Delhi","4474","0","91.7","67.6","0.3","227"
"","UP","9050","5010","233.5","104.8","3.0","581"
"","Uttarakhand","1688","155","35.0","14.2","0.8","181"
"","HP","1262","0","24.7","1.5","2.8","235"
"","J&K","1397","0","23.7","12.8","0.5","209"
"","Chandigarh","233","0","4.7","4.4","0.3","64"
"WR","Chhattisgarh","3133","42","69.4","20.6","-1.5","122"
"","Gujarat","10409","0","226.1","73.2","-0.5","377"
"","MP","6712","0","136.5","54.2","2.3","601"
"","Maharashtra","16702","60","365.9","137.4","2.2","513"
"","Goa","353","0","7.7","7.6","-0.2","41"
"","DD","265","0","6.0","6.1","-0.2","36"
"","DNH","641","0","14.7","14.9","-0.2","52"
"","Essar steel","320","0","6.7","6.7","0.0","82"
"SR","Andhra Pradesh","6065","400","134.8","39.6","1.9","324"
"","Telangana","6328","0","141.4","50.2","1.8","450"
"","Karnataka","7846","300","160.0","31.3","2.2","325"
"","Kerala","3164","100","58.2","31.8","2.4","318"
"","Tamil Nadu","12487","0","260.7","71.3","0.3","426"
"","Pondy","321","0","6.4","6.6","-0.2","33"
"ER","Bihar","2228","300","47.6","46.3","-1.1","380"
"","DVC","2324","0","54.1","-10.5","1.9","500"
"","Jharkhand","898","0","18.8","10.2","-1.0","0"
"","Odisha","3410","0","73.6","23.2","0.3","250"
"","West Bengal","7280","50","147.5","46.7","2.4","300"
"","Sikkim","93","0","1.5","1.1","0.3","20"
"NER","Arunachal Pradesh","109","1","1.9","1.8","0.1","21"
"","Assam","1170","231","23.6","15.0","2.2","214"
"","Manipur","119","0","2.0","2.2","-0.2","41"
"","Meghalaya","266","0","4.4","0.7","-0.6","39"
"","Mizoram","74","1","1.2","1.2","0.0","12"
"","Nagaland","102","0","1.8","1.4","-0.1","20"
"","Tripura","234","1","3.3","1.8","-0.5","42"
