"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","8601","84","203.3","127.4","0.3","186"
"","Haryana","7470","0","149.6","129.6","-8.8","179"
"","Rajasthan","6800","0","139.8","58.9","1.5","340"
"","Delhi","4859","0","102.7","82.5","-1.1","125"
"","UP","14170","0","288.9","158.4","-0.8","262"
"","Uttarakhand","1748","0","38.7","19.3","0.4","371"
"","HP","1221","14","25.1","-0.3","1.4","135"
"","J&K","1734","433","34.2","14.4","-2.1","335"
"","Chandigarh","267","0","5.4","6.4","-1.0","0"
"WR","Chhattisgarh","3116","0","72.8","14.2","1.9","290"
"","Gujarat","10708","0","237.2","64.4","-0.1","445"
"","MP","6380","0","132.9","65.2","-1.4","289"
"","Maharashtra","16253","0","349.4","111.2","0.0","765"
"","Goa","425","0","9.2","7.4","1.2","22"
"","DD","306","0","6.9","6.5","0.4","49"
"","DNH","744","0","16.9","17.1","-0.2","17"
"","Essar steel","514","0","10.0","12.2","-2.1","95"
"SR","Andhra Pradesh","7576","0","166.8","22.7","1.6","573"
"","Telangana","7502","0","170.2","85.0","0.4","462"
"","Karnataka","8471","0","177.1","75.1","2.7","583"
"","Kerala","3407","100","65.4","47.9","1.5","159"
"","Tamil Nadu","14279","0","314.6","114.7","3.4","562"
"","Pondy","351","0","7.4","7.4","-0.1","32"
"ER","Bihar","3283","0","68.6","70.2","-1.6","100"
"","DVC","2450","0","53.3","-18.8","-1.2","200"
"","Jharkhand","1006","0","18.3","18.4","-1.7","0"
"","Odisha","3789","0","75.6","18.1","3.1","100"
"","West Bengal","7253","0","148.7","34.5","6.3","400"
"","Sikkim","91","0","1.4","1.5","-0.1","20"
"NER","Arunachal Pradesh","99","2","1.8","2.4","-0.6","10"
"","Assam","1562","87","31.2","22.7","3.9","140"
"","Manipur","125","1","1.8","2.3","-0.4","18"
"","Meghalaya","251","0","4.5","0.6","0.5","32"
"","Mizoram","70","1","1.3","1.1","0.1","17"
"","Nagaland","110","1","1.7","1.8","-0.1","20"
"","Tripura","243","0","3.8","3.7","1.0","21"
