"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","11020","0","248.8","133.3","-0.9","85","0.0"
"","Haryana","9412","0","200.9","138.5","0.4","219","0.0"
"","Rajasthan","10476","0","237.1","79.6","-0.3","328","0.0"
"","Delhi","5795","0","116.2","93.5","0.0","255","0.0"
"","UP","19252","880","393.1","173.0","1.6","599","3.9"
"","Uttarakhand","1802","0","38.5","13.9","-0.2","156","0.0"
"","HP","1345","0","28.7","1.5","-1.2","44","0.0"
"","J&K","2141","535","39.7","18.5","-1.8","151","9.4"
"","Chandigarh","275","0","5.5","6.0","-0.5","3","0.0"
"WR","Chhattisgarh","4159","0","93.9","39.8","1.9","314","0.0"
"","Gujarat","12361","0","280.1","75.0","1.4","525","0.0"
"","MP","7733","0","166.2","66.8","-2.4","231","0.0"
"","Maharashtra","17012","0","382.4","129.6","-0.6","437","0.0"
"","Goa","541","0","11.8","10.1","1.1","49","0.0"
"","DD","294","0","6.8","6.5","0.3","24","0.0"
"","DNH","765","0","18.2","18.3","-0.1","59","0.0"
"","Essar steel","320","0","5.8","5.8","0.0","296","0.0"
"SR","Andhra Pradesh","7753","0","175.6","31.7","-0.9","450","0.0"
"","Telangana","8685","0","189.3","41.0","-0.9","578","0.0"
"","Karnataka","10095","0","185.5","41.8","-0.2","495","0.0"
"","Kerala","3180","0","63.1","42.7","1.5","275","0.0"
"","Tamil Nadu","11955","0","262.3","110.5","-1.9","496","0.0"
"","Pondy","327","0","6.8","7.2","-0.4","33","0.0"
"ER","Bihar","5644","0","108.6","105.6","-1.4","100","0.0"
"","DVC","2918","0","63.1","-19.7","0.5","150","0.0"
"","Jharkhand","1245","0","26.2","17.7","-1.0","50","0.0"
"","Odisha","5094","0","102.8","26.9","1.6","473","0.0"
"","West Bengal","8356","0","164.9","64.1","0.2","400","0.0"
"","Sikkim","75","0","0.7","1.0","-0.4","20","0.0"
"NER","Arunachal Pradesh","109","8","2.1","2.3","-0.3","51","0.0"
"","Assam","1673","87","30.8","25.7","0.1","127","3.8"
"","Manipur","162","11","2.5","2.4","0.1","17","0.0"
"","Meghalaya","307","9","5.5","0.7","0.0","71","0.0"
"","Mizoram","81","7","1.7","0.7","0.8","17","0.0"
"","Nagaland","119","7","2.2","2.3","-0.3","49","0.0"
"","Tripura","298","19","4.8","4.8","0.6","89","0.0"
