"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","3990","0","77.6","43.3","-0.1","138"
"","Haryana","6057","0","117.9","63.5","-0.9","355"
"","Rajasthan","9765","0","214.6","75.1","1.8","239"
"","Delhi","3133","0","58.8","43.2","-1.8","118"
"","UP","10735","1715","220.9","91.9","1.9","496"
"","Uttarakhand","1669","40","31.1","19.9","-1.2","138"
"","HP","1270","0","24.1","17.2","-2.0","79"
"","J&K","1852","327","37.4","32.7","-6.6","19"
"","Chandigarh","185","0","3.4","3.8","0.3","0"
"WR","Chhattisgarh","3520","96","81.8","26.9","2.8","421"
"","Gujarat","11813","0","264.8","76.4","0.0","332"
"","MP","9073","0","186.5","102.4","-1.8","328"
"","Maharashtra","19039","99","400.3","123.5","1.1","433"
"","Goa","438","0","8.5","7.5","0.5","124"
"","DD","281","0","6.4","6.3","0.1","18"
"","DNH","692","0","15.9","16.3","1.0","10"
"","Essar steel","353","0","7.0","5.9","1.0","123"
"SR","Andhra Pradesh","6518","0","145.4","26.2","0.0","452"
"","Telangana","6310","135","144.2","78.8","3.2","317"
"","Karnataka","9024","400","200.8","28.7","4.2","480"
"","Kerala","3358","125","64.0","44.3","2.0","338"
"","Tamil Nadu","12199","858","276.0","107.8","2.0","463"
"","Pondy","322","0","6.3","6.3","0.0","41"
"ER","Bihar","2627","50","53.1","51.5","-0.8","50"
"","DVC","2741","100","57.7","-16.7","0.3","320"
"","Jharkhand","1076","0","22.5","11.0","0.3","85"
"","Odisha","3732","0","68.5","22.0","2.2","210"
"","West Bengal","6836","0","143.2","26.9","2.0","240"
"","Sikkim","160","0","1.7","1.2","0.5","25"
"NER","Arunachal Pradesh","95","2","1.5","1.2","0.4","37"
"","Assam","1170","118","17.7","13.7","-1.0","130"
"","Manipur","127","3","2.0","2.0","0.0","40"
"","Meghalaya","340","1","5.2","4.7","-0.6","49"
"","Mizoram","77","3","1.2","1.0","0.2","32"
"","Nagaland","133","1","2.3","1.4","0.8","42"
"","Tripura","202","12","2.7","0.0","0.6","61"
