"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4605","0","86.6","36.2","1.7","200"
"","Haryana","5445","0","100.7","54.9","0.7","340"
"","Rajasthan","9274","452","187.7","87.2","4.4","390"
"","Delhi","3451","53","59.7","35.8","0.0","145"
"","UP","9675","1985","218.4","85.9","-1.3","201"
"","Uttarakhand","1738","35","33.8","22.8","2.0","240"
"","HP","1271","0","23.8","18.9","0.1","82"
"","J&K","1948","100","35.4","33.8","-1.6","239"
"","Chandigarh","207","0","3.5","3.1","0.4","46"
"WR","Chhattisgarh","3105","34","69.3","18.0","0.2","296"
"","Gujarat","11149","18","245.7","49.9","0.8","668"
"","MP","8940","27","177.7","97.1","-0.5","466"
"","Maharashtra","18168","95","380.3","116.5","1.4","677"
"","Goa","401","1","8.0","7.5","0.0","39"
"","DD","254","1","6.0","5.7","0.4","37"
"","DNH","625","2","14.8","14.5","0.3","29"
"","Essar steel","402","1","8.2","8.2","0.0","36"
"SR","Andhra Pradesh","11673","300","266.8","85.4","7.3","464"
"","Karnataka","8385","850","184.0","22.0","2.3","943"
"","Kerala","3197","75","60.6","30.5","2.4","203"
"","Tamil Nadu","11849","760","260.8","88.7","0.5","1288"
"","Pondy","294","0","5.9","6.3","-0.4","19"
"ER","Bihar","1984","0","42.6","39.5","0.8","135"
"","DVC","2392","125","54.4","-15.2","-0.3","245"
"","Jharkhand","921","0","20.3","11.9","-2.3","85"
"","Odisha","3418","0","63.3","8.6","1.0","325"
"","West Bengal","6092","0","109.9","25.7","3.0","476"
"","Sikkim","91","0","1.3","1.3","0.0","25"
"NER","Arunachal Pradesh","110","10","1.5","1.2","0.3","39"
"","Assam","1014","150","18.6","12.1","2.4","149"
"","Manipur","100","10","1.5","1.6","-0.1","27"
"","Meghalaya","278","13","4.6","3.2","0.4","69"
"","Mizoram","75","4","1.2","1.0","0.0","24"
"","Nagaland","95","5","1.5","1.6","-0.3","17"
"","Tripura","195","1","2.8","0.7","-0.5","23"
