"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","11578","0","256.1","142.9","-1.6","73","0.0"
"","Haryana","9353","0","206.9","165.2","0.3","182","0.0"
"","Rajasthan","9524","0","211.5","75.0","-0.8","534","0.0"
"","Delhi","5673","0","115.5","99.3","0.8","215","0.0"
"","UP","21632","180","449.7","220.0","2.2","735","6.1"
"","Uttarakhand","1838","0","39.9","15.6","0.2","163","0.0"
"","HP","1416","0","29.1","-3.0","0.0","130","0.0"
"","J&K","2011","503","42.9","20.5","3.0","397","10.2"
"","Chandigarh","289","0","6.0","6.2","-0.3","24","0.0"
"WR","Chhattisgarh","3928","0","92.7","29.8","-0.4","195","0.0"
"","Gujarat","12323","0","270.6","62.6","6.8","966","0.0"
"","MP","8711","0","195.4","90.5","-1.5","500","0.0"
"","Maharashtra","17134","0","379.0","117.4","1.5","621","0.0"
"","Goa","541","0","10.3","9.7","0.0","80","0.0"
"","DD","340","0","7.4","6.8","0.6","47","0.0"
"","DNH","797","0","18.5","18.6","-0.1","39","0.0"
"","Essar steel","233","0","4.1","3.4","0.7","327","0.0"
"SR","Andhra Pradesh","8761","0","186.0","17.8","3.0","629","0.0"
"","Telangana","9348","0","196.4","71.6","0.7","797","0.0"
"","Karnataka","8190","0","154.5","20.2","3.7","983","0.0"
"","Kerala","2907","0","55.0","36.9","1.7","236","0.0"
"","Tamil Nadu","14125","0","306.7","118.1","2.9","939","0.0"
"","Pondy","422","0","8.5","8.4","0.1","45","0.0"
"ER","Bihar","5389","0","110.7","106.5","-0.5","460","0.0"
"","DVC","2740","0","60.7","-29.8","0.0","180","0.0"
"","Jharkhand","1156","0","24.5","15.9","-0.8","90","0.0"
"","Odisha","4421","0","94.1","46.6","1.3","310","0.0"
"","West Bengal","8374","0","164.8","81.6","-0.6","290","0.0"
"","Sikkim","59","0","0.8","1.5","-0.7","4","0.0"
"NER","Arunachal Pradesh","140","4","2.2","2.2","0.0","156","0.0"
"","Assam","1701","35","33.9","29.5","0.9","221","2.7"
"","Manipur","149","3","2.4","2.1","0.3","19","0.0"
"","Meghalaya","297","0","5.2","1.6","0.1","65","0.0"
"","Mizoram","87","2","1.7","0.6","0.3","34","0.0"
"","Nagaland","136","3","2.4","2.2","-0.1","50","0.0"
"","Tripura","256","15","5.5","4.4","0.6","126","0.0"
