"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","9054","0","204.6","129.8","-0.4","123"
"","Haryana","7828","0","166.1","129.2","-2.6","144"
"","Rajasthan","7999","0","179.1","50.1","-0.6","219"
"","Delhi","4896","6","102.5","87.7","-0.4","188"
"","UP","12452","3790","280.3","145.3","4.2","450"
"","Uttarakhand","1695","0","35.6","10.7","0.6","179"
"","HP","1233","0","25.9","0.3","0.8","81"
"","J&K","1797","449","33.5","19.8","-0.3","296"
"","Chandigarh","267","0","5.6","6.2","-0.6","0"
"WR","Chhattisgarh","3341","96","77.5","34.6","2.8","265"
"","Gujarat","11846","4","262.4","71.1","1.0","625"
"","MP","6744","0","138.1","93.3","-2.5","195"
"","Maharashtra","16635","30","360.2","81.4","-3.9","752"
"","Goa","385","0","8.4","7.2","0.6","0"
"","DD","298","0","6.7","6.1","0.5","59"
"","DNH","666","0","15.8","15.9","-0.1","17"
"","Essar steel","371","0","6.0","7.2","-1.1","0"
"SR","Andhra Pradesh","6198","0","134.3","22.2","-6.7","450"
"","Telangana","6577","0","150.1","96.4","3.6","261"
"","Karnataka","8011","800","174.8","23.2","2.5","515"
"","Kerala","3351","0","61.8","39.0","2.3","299"
"","Tamil Nadu","12963","0","283.8","104.6","3.3","413"
"","Pondy","339","10","7.0","6.9","0.2","45"
"ER","Bihar","3159","0","65.1","61.7","1.4","225"
"","DVC","2498","0","58.4","-21.3","0.1","289"
"","Jharkhand","988","0","23.4","13.9","1.0","100"
"","Odisha","3790","0","69.7","17.4","1.1","345"
"","West Bengal","7116","0","143.0","53.3","1.8","385"
"","Sikkim","87","0","1.2","-0.7","1.8","96"
"NER","Arunachal Pradesh","84","6","1.1","1.7","-0.6","28"
"","Assam","1272","158","26.1","17.9","3.8","236"
"","Manipur","103","7","1.6","1.9","-0.3","33"
"","Meghalaya","269","0","4.8","1.2","-0.4","36"
"","Mizoram","70","3","1.2","1.2","0.0","19"
"","Nagaland","118","5","1.6","1.8","-0.2","28"
"","Tripura","253","0","3.6","0.8","0.8","95"
