"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","4894","0","93.1","40.3","-1.5","66","0.0"
"","Haryana","4893","0","95.0","69.3","0.4","235","0.0"
"","Rajasthan","11040","0","212.0","54.7","-2.3","282","0.0"
"","Delhi","3743","0","60.2","55.2","-1.6","196","0.1"
"","UP","12195","20","230.0","105.8","-0.8","251","0.0"
"","Uttarakhand","1647","0","31.7","17.6","-0.9","94","0.0"
"","HP","1534","1","26.9","19.3","0.3","99","0.1"
"","J&K","2312","578","46.0","40.2","-1.5","68","10.8"
"","Chandigarh","182","0","2.9","3.3","-0.4","12","0.0"
"WR","Chhattisgarh","3909","0","90.0","34.0","-1.0","210","0.2"
"","Gujarat","14816","0","319.7","111.7","2.9","558","0.0"
"","MP","10978","0","203.8","81.9","-0.7","720","0.0"
"","Maharashtra","19509","0","419.7","130.7","0.7","644","0.0"
"","Goa","432","0","10.0","8.4","1.0","47","0.0"
"","DD","310","0","7.0","6.5","0.5","50","0.0"
"","DNH","763","0","18.0","17.8","0.2","47","0.0"
"","Essar steel","249","0","4.2","3.8","0.4","332","0.0"
"SR","Andhra Pradesh","8355","0","189.7","70.0","0.0","450","0.0"
"","Telangana","9594","0","218.4","105.6","0.5","729","0.0"
"","Karnataka","10997","0","222.6","86.2","-1.1","438","0.0"
"","Kerala","3551","0","71.5","60.4","0.7","155","0.0"
"","Tamil Nadu","13882","0","312.9","167.3","-0.9","599","0.0"
"","Pondy","341","0","7.4","7.6","-0.2","45","0.0"
"ER","Bihar","3989","0","71.3","66.8","1.1","460","0.0"
"","DVC","2918","0","62.7","-44.6","-0.1","396","0.0"
"","Jharkhand","1006","0","22.9","16.8","0.0","169","0.0"
"","Odisha","4425","0","86.8","29.3","1.5","267","0.0"
"","West Bengal","5947","0","109.4","20.3","1.6","309","0.0"
"","Sikkim","94","0","1.3","1.5","-0.2","18","0.0"
"NER","Arunachal Pradesh","119","1","2.1","2.4","-0.3","33","0.0"
"","Assam","1375","37","22.3","17.6","0.7","115","0.6"
"","Manipur","185","2","2.4","2.6","-0.2","36","0.0"
"","Meghalaya","357","0","6.4","5.2","0.0","44","0.0"
"","Mizoram","90","1","1.5","1.5","-0.2","10","0.0"
"","Nagaland","121","1","2.1","1.8","0.1","39","0.0"
"","Tripura","211","3","3.1","1.4","-0.4","36","0.0"
