"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4363","0","84.1","44.5","-0.8","276"
"","Haryana","4753","0","81.3","57.7","-0.9","536"
"","Rajasthan","8583","0","176.6","61.5","-1.1","151"
"","Delhi","3175","14","57.6","42.1","0.9","314"
"","UP","9896","2445","203.1","86.0","-3.9","217"
"","Uttarakhand","1654","0","29.3","20.6","-1.4","249"
"","HP","1260","0","23.0","17.0","0.2","91"
"","J&K","1275","100","22.9","22.9","-7.5","104"
"","Chandigarh","193","0","3.3","3.4","0.0","11"
"WR","Chhattisgarh","2880","60","68.0","15.5","1.9","278"
"","Gujarat","11247","33","252.9","73.1","-3.1","411"
"","MP","6452","24","129.9","62.8","0.7","238"
"","Maharashtra","16130","158","348.2","97.6","4.3","454"
"","Goa","414","2","9.7","8.7","0.3","42"
"","DD","262","1","6.2","5.8","0.4","20"
"","DNH","635","2","14.7","14.5","0.2","31"
"","Essar steel","590","2","12.4","12.0","0.4","37"
"SR","Andhra Pradesh","11670","400","267.6","89.8","2.2","419"
"","Karnataka","8408","500","176.6","20.0","0.6","287"
"","Kerala","3480","8","65.6","33.4","1.4","250"
"","Tamil Nadu","11820","788","262.0","86.5","-1.4","575"
"","Pondy","314","0","6.4","6.3","0.0","44"
"ER","Bihar","2095","0","42.5","38.7","1.0","135"
"","DVC","2520","0","56.1","-18.7","-1.7","185"
"","Jharkhand","917","0","19.8","9.6","-1.1","85"
"","Odisha","3622","0","66.7","11.6","0.2","350"
"","West Bengal","6899","0","124.4","33.7","3.9","425"
"","Sikkim","96","0","1.4","1.4","-0.1","30"
"NER","Arunachal Pradesh","112","3","1.5","1.4","0.1","37"
"","Assam","1088","94","19.3","14.1","1.0","107"
"","Manipur","111","9","1.5","1.7","-0.1","33"
"","Meghalaya","275","5","4.3","3.3","0.3","60"
"","Mizoram","71","9","1.2","1.1","-0.1","19"
"","Nagaland","90","2","1.5","1.6","-0.4","24"
"","Tripura","205","1","3.6","0.5","-0.1","20"
