"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4940","0","94.9","48.2","0.6","224"
"","Haryana","5916","0","107.1","86.3","-2.2","136"
"","Rajasthan","9798","453","200.2","84.0","1.3","218"
"","Delhi","3036","0","56.7","41.2","0.3","210"
"","UP","12018","0","262.2","90.7","-0.2","305"
"","Uttarakhand","1759","0","32.1","17.7","0.1","122"
"","HP","1346","0","24.7","18.8","0.4","121"
"","J&K","1779","445","37.5","36.2","-4.3","0"
"","Chandigarh","180","0","3.2","3.2","0.0","17"
"WR","Chhattisgarh","2925","0","61.7","2.9","-1.5","311"
"","Gujarat","12784","0","276.0","85.1","-0.8","520"
"","MP","10720","0","217.7","142.3","-3.9","262"
"","Maharashtra","19755","0","416.8","121.2","-0.4","494"
"","Goa","430","0","8.8","8.4","-0.2","96"
"","DD","282","0","6.4","6.4","0.0","8"
"","DNH","690","0","15.8","16.2","-0.4","35"
"","Essar steel","457","0","8.9","8.6","0.2","189"
"SR","Andhra Pradesh","7018","0","154.6","26.8","3.1","454"
"","Telangana","6874","0","137.5","67.4","0.0","213"
"","Karnataka","9455","0","202.7","84.0","2.8","610"
"","Kerala","3591","0","67.2","58.1","1.9","197"
"","Tamil Nadu","14163","0","299.6","155.7","-2.8","549"
"","Pondy","326","0","6.4","7.1","-0.6","126"
"ER","Bihar","3441","0","61.0","57.9","1.8","250"
"","DVC","2300","0","48.3","-37.1","-1.2","220"
"","Jharkhand","1080","0","21.8","14.6","1.6","150"
"","Odisha","3867","0","66.8","22.5","2.4","300"
"","West Bengal","6461","0","96.4","17.2","0.5","250"
"","Sikkim","91","0","1.8","1.3","0.5","25"
"NER","Arunachal Pradesh","112","5","2.1","1.9","0.2","21"
"","Assam","1396","32","23.0","17.1","2.0","148"
"","Manipur","139","2","2.2","2.2","0.0","12"
"","Meghalaya","278","0","4.7","3.9","-0.4","25"
"","Mizoram","85","1","1.5","1.2","0.3","26"
"","Nagaland","103","2","1.7","1.8","-0.1","10"
"","Tripura","210","1","3.6","2.2","0.6","40"
