"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4746","0","89.8","33.1","0.1","174"
"","Haryana","5770","292","110.6","52.7","1.0","306"
"","Rajasthan","9373","0","194.4","74.0","-3.2","120"
"","Delhi","3902","0","69.4","47.6","-1.2","330"
"","UP","10425","150","229.9","89.1","-6.7","281"
"","Uttarakhand","1732","40","34.2","24.5","1.6","228"
"","HP","1392","9","26.3","20.7","1.2","161"
"","J&K","1910","100","41.7","33.1","2.9","320"
"","Chandigarh","232","0","4.0","3.1","0.8","78"
"WR","Chhattisgarh","3021","7","65.6","17.8","0.1","346"
"","Gujarat","10885","4","240.8","37.2","0.1","358"
"","MP","8498","5","163.1","91.7","-6.7","347"
"","Maharashtra","17141","302","355.6","116.8","10.5","447"
"","Goa","406","0","7.9","7.4","-0.1","52"
"","DD","245","0","5.8","5.8","0.0","57"
"","DNH","628","0","14.9","14.7","0.2","70"
"","Essar steel","345","0","6.0","5.8","0.0","40"
"SR","Andhra Pradesh","11285","0","266.1","88.9","5.6","405"
"","Karnataka","8877","400","184.6","18.9","0.9","587"
"","Kerala","3192","150","60.9","26.3","2.4","252"
"","Tamil Nadu","11339","734","237.5","81.9","0.7","312"
"","Pondy","272","0","5.0","6.1","-1.0","9"
"ER","Bihar","2073","500","42.1","39.6","-0.1","150"
"","DVC","2734","0","58.6","-21.9","-1.1","300"
"","Jharkhand","1068","0","21.6","12.4","-2.0","50"
"","Odisha","3464","0","62.5","15.2","4.9","400"
"","West Bengal","6437","0","108.6","26.1","5.5","450"
"","Sikkim","103","0","2.0","1.4","0.7","35"
"NER","Arunachal Pradesh","110","5","1.4","1.3","0.1","47"
"","Assam","965","214","18.8","12.9","1.2","185"
"","Manipur","108","14","1.6","1.8","-0.1","43"
"","Meghalaya","301","1","5.3","3.8","0.4","65"
"","Mizoram","82","3","1.2","1.1","-0.1","32"
"","Nagaland","104","1","1.7","1.6","-0.1","17"
"","Tripura","193","0","2.6","0.8","-0.6","40"
