"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4897","0","91.9","44.7","1.9","328"
"","Haryana","6628","0","120.3","67.5","-0.1","276"
"","Rajasthan","9980","86","212.4","72.4","0.9","199"
"","Delhi","3976","0","68.2","54.9","2.5","318"
"","UP","14299","0","294.7","95.0","0.2","412"
"","Uttarakhand","1920","0","32.9","21.1","0.3","194"
"","HP","1421","0","27.0","20.2","1.8","276"
"","J&K","2012","503","41.3","38.9","-1.3","70"
"","Chandigarh","231","0","4.0","3.9","0.1","52"
"WR","Chhattisgarh","3270","0","74.7","12.4","1.1","242"
"","Gujarat","13210","0","273.5","74.3","-0.9","551"
"","MP","9945","0","210.4","122.7","-2.7","265"
"","Maharashtra","19897","195","409.4","146.3","3.4","763"
"","Goa","450","0","8.8","8.2","0.0","66"
"","DD","297","0","6.5","6.5","-0.1","12"
"","DNH","710","0","16.4","16.5","-0.1","18"
"","Essar steel","411","0","8.0","7.7","0.2","127"
"SR","Andhra Pradesh","6715","0","146.4","15.8","1.6","311"
"","Telangana","8042","0","155.2","67.8","1.3","385"
"","Karnataka","9073","0","191.7","70.2","-3.8","440"
"","Kerala","3481","0","64.2","54.5","2.4","368"
"","Tamil Nadu","12984","0","266.0","142.4","0.9","527"
"","Pondy","265","0","5.5","6.4","-0.9","16"
"ER","Bihar","3485","0","59.5","59.2","-2.2","134"
"","DVC","2740","0","62.4","-40.6","-1.7","250"
"","Jharkhand","1124","0","23.2","14.5","1.0","210"
"","Odisha","3633","0","67.3","13.1","0.8","367"
"","West Bengal","6630","0","107.9","28.3","2.0","236"
"","Sikkim","86","0","1.5","2.1","-0.6","18"
"NER","Arunachal Pradesh","108","2","2.0","1.9","0.2","9"
"","Assam","1379","7","22.6","16.2","2.4","184"
"","Manipur","132","2","2.4","2.4","0.0","30"
"","Meghalaya","291","0","5.6","4.3","-0.2","23"
"","Mizoram","87","1","1.5","1.2","0.3","15"
"","Nagaland","101","2","1.9","1.8","0.1","13"
"","Tripura","209","1","3.3","1.6","0.8","24"
