"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","9328","0","213.0","107.0","-0.8","131"
"","Haryana","8868","0","182.4","136.3","-2.7","225"
"","Rajasthan","10042","0","219.2","70.9","1.1","202"
"","Delhi","5400","2","110.7","84.6","1.4","617"
"","UP","15195","1455","304.9","138.9","0.2","601"
"","Uttarakhand","1931","0","39.4","16.0","0.0","149"
"","HP","1287","0","25.8","6.5","-0.8","130"
"","J&K","1759","440","33.7","17.0","-3.3","137"
"","Chandigarh","285","0","5.9","6.1","-0.2","36"
"WR","Chhattisgarh","3477","0","80.9","28.1","2.8","397"
"","Gujarat","13500","0","301.9","74.3","-4.4","495"
"","MP","7017","0","151.1","90.9","-2.4","109"
"","Maharashtra","16938","0","354.8","121.9","1.6","483"
"","Goa","432","0","9.0","8.4","0.1","14"
"","DD","320","0","7.2","6.7","0.5","65"
"","DNH","763","0","16.6","16.9","-0.3","19"
"","Essar steel","596","0","12.8","11.8","1.0","179"
"SR","Andhra Pradesh","6110","0","137.3","8.3","2.6","533"
"","Telangana","6380","0","131.1","71.3","1.2","398"
"","Karnataka","8263","0","176.8","63.3","-1.8","791"
"","Kerala","3383","0","64.5","45.9","1.5","256"
"","Tamil Nadu","13933","0","301.5","116.2","-3.6","550"
"","Pondy","324","0","6.8","7.3","-0.6","29"
"ER","Bihar","3372","0","65.0","62.9","0.1","100"
"","DVC","2706","0","55.6","-27.8","1.0","100"
"","Jharkhand","1082","0","19.4","15.2","-1.4","100"
"","Odisha","3725","0","77.1","19.1","0.9","300"
"","West Bengal","7710","0","149.8","40.5","0.7","250"
"","Sikkim","81","0","1.4","1.2","0.2","25"
"NER","Arunachal Pradesh","99","5","2.0","2.2","-0.2","12"
"","Assam","1561","46","28.0","20.1","2.8","199"
"","Manipur","136","1","1.9","2.2","-0.3","22"
"","Meghalaya","227","0","4.5","0.4","0.9","15"
"","Mizoram","77","2","1.2","1.2","0.0","16"
"","Nagaland","104","2","1.9","1.8","0.1","27"
"","Tripura","247","1","4.6","3.4","1.2","85"
