"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","6644","0","137.7","97.6","2.7","471","0.0"
"","Haryana","6961","0","145.6","104.2","-0.2","416","0.0"
"","Rajasthan","8807","0","197.3","68.4","5.9","504","0.0"
"","Delhi","5395","0","109.6","91.0","-0.4","215","0.0"
"","UP","17921","260","369.6","157.7","-3.8","1087","0.0"
"","Uttarakhand","1831","0","39.0","14.8","0.6","116","0.0"
"","HP","1263","17","26.3","3.9","3.5","321","0.2"
"","J&K","1920","480","37.6","13.4","1.6","256","0.0"
"","Chandigarh","298","0","5.2","5.8","-0.6","24","8.9"
"WR","Chhattisgarh","3159","0","72.3","11.6","-3.1","285","0.0"
"","Gujarat","13361","0","282.2","101.3","-2.0","593","0.0"
"","MP","7060","0","153.1","77.3","0.2","513","0.0"
"","Maharashtra","17362","0","391.5","104.9","-1.2","545","0.0"
"","Goa","411","0","8.4","9.1","-1.2","26","0.0"
"","DD","308","0","6.7","6.1","0.6","53","0.0"
"","DNH","736","0","16.0","16.3","-0.3","7","0.0"
"","Essar steel","376","0","6.7","6.2","0.5","170","0.0"
"SR","Andhra Pradesh","6634","0","127.8","32.0","4.6","636","0.0"
"","Telangana","5936","0","124.8","58.2","-1.4","836","0.0"
"","Karnataka","7306","0","159.8","70.0","4.2","567","0.0"
"","Kerala","2984","0","60.3","50.1","1.1","216","0.0"
"","Tamil Nadu","13676","0","306.8","98.4","-1.8","659","0.0"
"","Pondy","354","0","7.6","7.9","-0.3","18","0.0"
"ER","Bihar","4119","0","77.4","70.8","3.1","350","0.0"
"","DVC","2947","0","66.5","-41.8","-0.6","190","0.0"
"","Jharkhand","1199","0","25.1","14.9","0.9","140","0.0"
"","Odisha","3747","0","74.0","17.0","-1.0","300","0.0"
"","West Bengal","7952","0","149.0","50.1","1.8","420","0.0"
"","Sikkim","63","0","1.0","0.9","0.1","35","0.0"
"NER","Arunachal Pradesh","112","3","1.9","1.8","0.1","28","0.0"
"","Assam","1554","102","30.7","24.3","2.2","175","1.0"
"","Manipur","138","5","2.1","2.0","0.1","43","0.0"
"","Meghalaya","240","0","3.8","2.1","-0.5","27","0.0"
"","Mizoram","71","1","1.3","1.0","0.2","14","0.1"
"","Nagaland","109","2","1.9","1.7","-0.1","46","0.0"
"","Tripura","206","3","5.1","3.3","0.0","242","0.1"
