"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5724","0","108.7","36.6","0.4","225","0.0"
"","Haryana","6642","0","123.3","62.1","0.4","223","0.0"
"","Rajasthan","10228","0","209.9","65.3","3.0","388","1.7"
"","Delhi","3634","0","62.1","49.3","-0.6","190","0.0"
"","UP","14095","330","281.9","86.1","1.6","649","0.8"
"","Uttarakhand","1950","0","35.7","23.2","-0.7","106","0.0"
"","HP","1537","0","27.3","22.2","0.4","122","0.0"
"","J&K","2178","545","45.7","42.4","-1.5","66","10.8"
"","Chandigarh","202","0","3.3","3.4","-0.2","15","0.0"
"WR","Chhattisgarh","3386","0","72.6","15.5","-1.3","238","0.0"
"","Gujarat","14455","0","306.7","73.9","0.7","494","0.0"
"","MP","9734","0","226.9","148.1","-2.5","508","0.0"
"","Maharashtra","20065","0","403.6","125.6","-0.8","366","0.0"
"","Goa","435","0","9.0","9.0","-0.5","52","0.0"
"","DD","315","0","7.1","6.9","0.2","55","0.0"
"","DNH","753","0","17.5","16.9","0.6","59","0.0"
"","Essar steel","345","0","7.1","7.1","0.0","126","0.0"
"SR","Andhra Pradesh","8400","0","164.2","56.7","1.1","400","0.1"
"","Telangana","9424","0","191.8","97.2","1.0","513","0.1"
"","Karnataka","9862","0","203.8","85.6","3.4","505","0.2"
"","Kerala","3304","0","63.2","53.2","0.7","194","0.1"
"","Tamil Nadu","13524","0","288.1","152.1","1.6","413","0.3"
"","Pondy","313","0","6.3","6.9","-0.6","29","0.0"
"ER","Bihar","3893","0","63.4","58.7","-2.3","165","0.0"
"","DVC","3332","0","66.9","-33.0","-1.6","150","0.0"
"","Jharkhand","1006","50","24.1","13.8","-0.3","65","0.2"
"","Odisha","3952","0","71.1","31.6","4.9","470","0.0"
"","West Bengal","5540","0","90.0","13.5","1.6","150","0.0"
"","Sikkim","103","0","1.4","1.7","-0.3","0","0.0"
"NER","Arunachal Pradesh","126","4","2.1","1.8","0.3","31","0.0"
"","Assam","1389","34","22.1","17.5","0.3","173","0.3"
"","Manipur","172","1","2.6","2.8","-0.2","21","0.0"
"","Meghalaya","304","3","5.8","3.5","0.0","16","0.0"
"","Mizoram","91","1","1.9","1.1","0.1","20","0.0"
"","Nagaland","130","2","2.5","1.8","0.5","60","0.1"
"","Tripura","214","1","3.9","2.0","0.6","59","0.0"
