"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","6025","0","128.4","74.5","-0.6","56"
"","Haryana","5916","0","122.3","71.3","-2.0","207"
"","Rajasthan","7827","0","168.5","40.0","-0.3","170"
"","Delhi","4433","0","93.0","74.0","-0.5","130"
"","UP","11696","1295","262.5","123.7","-1.2","363"
"","Uttarakhand","1543","75","32.5","18.8","-0.7","95"
"","HP","1187","0","24.9","7.9","-0.5","144"
"","J&K","1571","100","30.7","17.2","-0.2","128"
"","Chandigarh","282","0","5.4","4.5","0.9","80"
"WR","Chhattisgarh","2973","61","69.4","20.2","-0.3","251"
"","Gujarat","12912","16","280.1","54.7","-2.5","418"
"","MP","6648","459","149.2","76.9","1.3","543"
"","Maharashtra","17639","751","394.8","114.1","5.5","638"
"","Goa","428","2","8.2","7.3","0.6","116"
"","DD","276","1","6.2","6.3","-0.1","22"
"","DNH","661","3","15.4","15.0","0.4","41"
"","Essar steel","393","2","8.2","8.8","-0.6","17"
"SR","Andhra Pradesh","10739","250","249.8","88.7","2.6","357"
"","Karnataka","7959","450","172.4","25.5","0.9","242"
"","Kerala","3066","450","64.1","36.4","2.2","253"
"","Tamil Nadu","11530","770","266.4","79.1","-0.3","320"
"","Pondy","346","0","7.1","7.0","0.1","35"
"ER","Bihar","2312","100","48.7","43.2","2.9","265"
"","DVC","2523","60","58.3","-13.5","0.0","425"
"","Jharkhand","995","77","20.8","12.6","1.5","141"
"","Odisha","3992","0","80.1","22.4","0.7","305"
"","West Bengal","6999","0","148.9","37.0","2.8","598"
"","Sikkim","101","0","1.0","0.9","0.1","30"
"NER","Arunachal Pradesh","84","30","1.4","1.1","0.3","39"
"","Assam","950","407","18.0","11.8","2.7","310"
"","Manipur","94","20","1.5","1.1","0.4","47"
"","Meghalaya","296","6","4.0","1.6","0.2","46"
"","Mizoram","44","25","1.0","0.9","-0.1","27"
"","Nagaland","75","29","1.5","1.2","0.1","43"
"","Tripura","156","46","3.5","0.8","0.5","82"
