"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","10437","0","241.3","139.5","0.5","186","0.0"
"","Haryana","9158","0","188.2","131.5","0.7","1496","0.0"
"","Rajasthan","8355","245","180.7","85.4","2.3","345","1.1"
"","Delhi","5622","0","101.0","84.2","0.3","237","0.2"
"","UP","17394","1160","370.3","164.9","2.7","320","0.3"
"","Uttarakhand","1725","0","36.7","11.3","0.3","198","0.0"
"","HP","1225","0","25.6","-2.5","2.7","216","0.0"
"","J&K","1920","480","36.4","11.7","-1.3","220","8.7"
"","Chandigarh","282","0","5.3","5.8","-0.5","14","0.0"
"WR","Chhattisgarh","3260","0","77.3","19.2","-1.9","-4","0.0"
"","Gujarat","9619","0","215.4","50.0","2.3","403","0.0"
"","MP","6849","0","147.7","87.2","-1.3","426","0.0"
"","Maharashtra","16872","0","367.3","95.4","2.2","585","0.0"
"","Goa","350","0","8.0","7.3","0.2","19","0.0"
"","DD","273","0","6.3","6.0","0.2","29","0.0"
"","DNH","687","0","15.6","16.2","-0.5","149","0.0"
"","Essar steel","549","0","10.6","10.2","0.4","175","0.0"
"SR","Andhra Pradesh","6239","0","133","23","-1","950","0.0"
"","Telangana","6871","0","139","72","-3","309","0.0"
"","Karnataka","6952","0","155","59","5","620","0.0"
"","Kerala","3019","0","58","45","2","212","0.0"
"","Tamil Nadu","12386","0","278","103","-1","656","0.0"
"","Pondy","311","0","7","8","-1","22","0.0"
"ER","Bihar","4255","0","81.6","78.4","0.7","225","0.0"
"","DVC","2956","0","66.7","-30.7","-0.4","220","0.0"
"","Jharkhand","1123","0","23.9","17.4","0.8","85","0.0"
"","Odisha","4176","0","80.4","32.1","0.7","225","0.0"
"","West Bengal","7772","0","140.5","48.4","0.7","250","0.0"
"","Sikkim","56","0","0.8","1.3","-0.5","5","0.0"
"NER","Arunachal Pradesh","103","1","2.2","2.5","-0.4","0","0.0"
"","Assam","1523","101","29.4","22.7","2.3","204","1.0"
"","Manipur","122","1","1.7","1.9","-0.2","5","0.0"
"","Meghalaya","229","0","3.8","-1.5","-0.3","15","0.0"
"","Mizoram","68","0","1.2","0.9","0.3","17","0.0"
"","Nagaland","106","1","1.9","1.8","0.0","23","0.0"
"","Tripura","258","4","4.2","2.7","0.7","90","0.1"
