"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","6763","0","150.2","82.1","-2.0","15","0.0"
"","Haryana","7366","0","151.0","109.4","0.5","244","0.0"
"","Rajasthan","10783","0","239.8","67.0","2.0","319","0.0"
"","Delhi","5097","0","99.9","82.7","0.3","213","0.0"
"","UP","20631","0","414.7","178.5","1.0","660","0.0"
"","Uttarakhand","1918","0","41.9","17.1","0.6","163","0.1"
"","HP","1285","0","26.6","5.0","1.3","137","0.0"
"","J&K","2183","546","46.4","25.8","-0.3","209","10.9"
"","Chandigarh","232","0","4.3","5.1","-0.8","0","0.0"
"WR","Chhattisgarh","4033","0","92.8","40.4","-1.5","434","0.0"
"","Gujarat","16821","0","372.0","101.7","4.3","644","0.0"
"","MP","9718","0","219.1","118.0","0.0","488","0.0"
"","Maharashtra","21246","0","487.5","135.2","-0.5","449","0.1"
"","Goa","541","0","12.4","10.4","1.4","41","0.0"
"","DD","304","0","7.0","6.8","0.2","34","0.0"
"","DNH","748","0","17.7","18.0","-0.4","58","0.0"
"","Essar steel","387","0","7.7","7.8","-0.1","264","0.0"
"SR","Andhra Pradesh","9508","0","199.1","56.0","0.2","717","0.0"
"","Telangana","7694","0","171.1","69.8","0.4","531","0.0"
"","Karnataka","9489","0","176.0","48.5","-0.4","716","0.0"
"","Kerala","3913","0","77.8","56.5","1.7","282","0.0"
"","Tamil Nadu","13865","0","328.3","137.2","0.3","771","0.0"
"","Pondy","404","0","8.5","8.6","-0.1","43","0.0"
"ER","Bihar","5487","0","101.0","97.4","-0.8","200","0.0"
"","DVC","3122","0","65.8","-42.5","0.1","300","0.0"
"","Jharkhand","1089","0","26.2","21.8","-1.8","30","0.0"
"","Odisha","4490","0","90.7","40.8","1.3","400","0.0"
"","West Bengal","8567","0","154.9","45.9","0.0","450","0.0"
"","Sikkim","84","0","1.1","1.3","-0.2","20","0.0"
"NER","Arunachal Pradesh","121","2","2.2","2.3","-0.1","30","0.0"
"","Assam","1588","41","25.8","21.5","0.4","128","2.1"
"","Manipur","157","7","2.5","2.4","0.2","70","0.0"
"","Meghalaya","280","2","5.3","2.5","0.3","52","0.3"
"","Mizoram","81","5","1.7","1.4","0.1","17","0.0"
"","Nagaland","113","9","2.2","2.1","0.1","17","0.0"
"","Tripura","271","15","5.2","4.3","0.7","47","0.2"
