"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4994","0","93.2","38.8","1.6","246"
"","Haryana","5663","0","106.4","65.7","1.0","252"
"","Rajasthan","9174","0","196.7","96.5","-5.6","200"
"","Delhi","3461","0","61.6","40.1","-0.1","358"
"","UP","10534","1650","235.4","92.7","-1.4","287"
"","Uttarakhand","1758","40","35.0","24.5","1.5","200"
"","HP","1319","6","23.9","19.3","0.0","74"
"","J&K","1848","100","40.3","33.8","0.5","161"
"","Chandigarh","211","0","3.7","3.3","0.3","38"
"WR","Chhattisgarh","3093","23","67.6","20.5","-0.4","478"
"","Gujarat","10891","0","238.2","31.8","-0.7","575"
"","MP","9346","0","182.4","100.8","-1.2","447"
"","Maharashtra","18117","114","379.2","117.4","5.7","870"
"","Goa","401","0","7.8","7.2","0.0","54"
"","DD","236","0","5.7","5.4","0.3","35"
"","DNH","630","0","14.6","14.2","0.3","22"
"","Essar steel","297","0","6.1","6.2","0.0","26"
"SR","Andhra Pradesh","11955","1000","267.8","87.8","8.3","607"
"","Karnataka","9086","450","192.5","21.5","0.6","239"
"","Kerala","3288","150","61.2","32.1","2.8","272"
"","Tamil Nadu","11864","794","258.4","91.7","1.4","323"
"","Pondy","317","0","6.0","6.5","-0.5","6"
"ER","Bihar","2035","300","39.2","38.9","-2.3","110"
"","DVC","2631","0","56.2","-13.4","-1.3","180"
"","Jharkhand","1019","0","20.8","11.6","-1.7","80"
"","Odisha","3621","0","65.1","9.8","2.2","410"
"","West Bengal","6372","29","117.4","22.6","6.5","430"
"","Sikkim","96","0","1.4","1.3","0.1","14"
"NER","Arunachal Pradesh","113","7","1.6","1.3","0.3","40"
"","Assam","1030","154","17.8","11.5","2.1","224"
"","Manipur","104","3","1.5","1.6","0.0","26"
"","Meghalaya","287","11","5.0","3.0","1.1","88"
"","Mizoram","75","1","1.2","1.0","0.0","21"
"","Nagaland","94","2","1.6","1.6","-0.2","15"
"","Tripura","197","2","3.0","0.5","-0.2","14"
