"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","8422","180","193.7","125.3","0.7","219"
"","Haryana","6957","0","154.1","107.9","-0.4","414"
"","Rajasthan","7067","0","161.4","65.5","-1.6","114"
"","Delhi","4900","20","102.9","80.3","-3.6","168"
"","UP","10956","1360","233.8","113.2","-2.5","377"
"","Uttarakhand","1558","0","32.2","19.6","1.8","215"
"","HP","1114","0","24.6","4.0","-1.9","0"
"","J&K","1456","100","29.7","17.0","-0.7","185"
"","Chandigarh","281","0","5.5","5.6","-0.1","30"
"WR","Chhattisgarh","2389","11","58.0","17.7","-0.8","326"
"","Gujarat","9816","56","213.5","51.6","3.4","357"
"","MP","5292","15","108.9","48.5","-2.7","296"
"","Maharashtra","13726","260","310.5","100.3","0.5","423"
"","Goa","329","1","7.2","6.2","0.5","40"
"","DD","245","1","6.0","5.5","0.5","48"
"","DNH","596","2","14.3","14.1","0.1","47"
"SR","Andhra Pradesh","10208","1000","224.1","79.7","1.7","430"
"","Karnataka","6841","500","140.7","17.7","0.9","182"
"","Kerala","2558","0","46.2","27.4","2.2","288"
"","Tamil Nadu","10816","556","249.4","73.8","0.2","253"
"","Pondy","299","0","6.2","6.8","-0.5","23"
"ER","Bihar","1983","400","42.2","41.9","0.3","170"
"","DVC","2481","0","58.0","-22.2","0.0","180"
"","Jharkhand","921","0","18.5","13.9","-1.8","70"
"","Odisha","3261","0","71.8","13.8","1.2","410"
"","West Bengal","6455","8","124.3","36.1","5.3","400"
"","Sikkim","73","0","1.0","-0.1","1.1","30"
"NER","Arunachal Pradesh","100","5","1.2","1.7","-0.5","26"
"","Assam","1057","106","20.5","15.0","0.2","114"
"","Manipur","107","3","1.5","2.1","-0.6","24"
"","Meghalaya","218","3","4.1","1.3","0.0","74"
"","Mizoram","55","5","1.0","1.2","-0.2","4"
"","Nagaland","90","5","1.7","1.5","-0.2","13"
"","Tripura","220","6","3.3","1.4","0.2","46"
