"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5408","0","109.2","35.7","-0.2","100","0.0"
"","Haryana","6450","38","125.0","62.1","2.3","221","1.5"
"","Rajasthan","11157","649","213.3","79.5","5.4","519","4.5"
"","Delhi","3592","0","61.0","43.2","-1.1","209","0.0"
"","UP","14130","780","293.3","98.2","1.3","789","0.0"
"","Uttarakhand","2112","0","36.0","28.4","0.0","112","0.0"
"","HP","1437","0","27.2","22.3","1.2","183","0.2"
"","J&K","2016","504","42.2","39.6","-1.1","59","10.0"
"","Chandigarh","205","0","3.3","3.0","0.3","24","0.0"
"WR","Chhattisgarh","3356","0","77.9","6.6","1.3","105","0.0"
"","Gujarat","13713","0","299.8","135.9","0.5","366","0.0"
"","MP","11396","0","215.9","122.7","-2.7","265","0.0"
"","Maharashtra","20898","0","424.8","130.6","1.2","445","0.0"
"","Goa","435","0","10.0","8.9","0.5","51","0.0"
"","DD","325","0","7.2","6.8","0.4","71","0.0"
"","DNH","752","0","17.1","16.8","0.3","60","0.0"
"","Essar steel","489","0","9.8","10.2","-0.5","178","0.0"
"SR","Andhra Pradesh","8471","0","167.6","43.2","-0.5","592","0.1"
"","Telangana","9262","0","186.2","78.1","-0.5","241","0.1"
"","Karnataka","9773","0","207.2","89.5","-1.7","400","0.1"
"","Kerala","3356","0","65.4","54.6","1.4","239","0.1"
"","Tamil Nadu","13593","0","278.6","150.4","0.7","386","0.2"
"","Pondy","330","0","6.6","7.1","-0.5","20","0.0"
"ER","Bihar","3913","0","69.7","65.9","-1.4","402","0.0"
"","DVC","3017","0","67.9","-43.9","-0.2","365","0.0"
"","Jharkhand","1185","0","24.7","14.2","0.2","125","0.0"
"","Odisha","4191","0","75.0","19.1","2.8","365","0.0"
"","West Bengal","6697","0","120.1","19.8","3.1","435","0.0"
"","Sikkim","99","0","1.8","1.6","0.2","20","0.0"
"NER","Arunachal Pradesh","118","7","2.4","1.9","0.5","44","0.0"
"","Assam","1396","22","23.8","20.3","1.3","104","0.2"
"","Manipur","181","3","2.6","2.8","-0.2","17","0.0"
"","Meghalaya","333","2","6.0","4.2","-0.1","38","0.0"
"","Mizoram","95","2","1.9","1.1","-0.2","24","0.0"
"","Nagaland","129","6","2.0","2.0","-0.1","40","0.0"
"","Tripura","235","2","3.6","2.1","0.1","43","0.0"
