"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","6422","0","143.7","82.3","0.1","164"
"","Haryana","6434","0","139.3","92.3","0.3","269"
"","Rajasthan","8418","0","188.6","49.8","-0.4","212"
"","Delhi","4936","0","104.3","83.2","1.2","389"
"","UP","11916","2030","262.9","121.7","3.9","484"
"","Uttarakhand","1722","75","36.1","20.5","1.8","156"
"","HP","1224","0","26.2","6.4","-0.4","60"
"","J&K","1561","100","28.3","17.9","-0.2","216"
"","Chandigarh","300","0","5.8","4.7","1.1","83"
"WR","Chhattisgarh","3018","124","67.5","23.3","2.1","477"
"","Gujarat","12726","79","287.4","57.0","-3.1","276"
"","MP","6778","352","148.8","83.9","1.8","405"
"","Maharashtra","18838","538","403.3","128.2","-3.8","722"
"","Goa","433","45","9.4","8.1","1.0","85"
"","DD","270","2","5.8","5.9","-0.1","36"
"","DNH","678","5","15.7","15.4","0.3","32"
"","Essar steel","455","3","9.5","9.1","0.4","85"
"SR","Andhra Pradesh","10186","1500","236.5","83.6","3.0","358"
"","Karnataka","7502","300","158.0","24.0","0.1","305"
"","Kerala","3186","300","60.5","37.8","1.5","206"
"","Tamil Nadu","11665","660","264.2","84.4","0.8","430"
"","Pondy","348","0","7.2","7.2","0.1","32"
"ER","Bihar","2376","0","44.1","42.9","-1.4","130"
"","DVC","2506","0","57.1","-11.2","-0.6","110"
"","Jharkhand","995","0","20.7","11.9","-1.0","40"
"","Odisha","3836","0","78.7","17.7","0.2","210"
"","West Bengal","7008","0","127.6","33.8","7.9","750"
"","Sikkim","28","0","0.3","1.2","-0.9","0"
"NER","Arunachal Pradesh","92","3","1.3","1.1","0.2","40"
"","Assam","1032","325","18.8","12.9","0.7","162"
"","Manipur","98","3","1.5","1.0","0.4","34"
"","Meghalaya","261","4","4.0","0.9","0.3","117"
"","Mizoram","68","5","0.9","0.8","-0.1","26"
"","Nagaland","87","5","1.3","1.2","-0.1","28"
"","Tripura","169","75","3.8","0.8","0.8","35"
