"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","8115","0","183.6","83.4","-1.2","61","0.0"
"","Haryana","8803","20","185.9","118.6","0.4","159","0.6"
"","Rajasthan","11668","0","250.0","67.0","-1.1","206","0.0"
"","Delhi","6207","0","128.1","106.5","0.7","290","0.1"
"","UP","21493","0","469.0","210.6","0.7","839","0.0"
"","Uttarakhand","2101","0","46.7","22.9","0.2","327","0.0"
"","HP","1391","0","30.3","7.1","0.8","214","0.0"
"","J&K","2247","562","47.0","25.7","0.5","439","11.0"
"","Chandigarh","308","0","6.0","6.7","-0.7","95","0.0"
"WR","Chhattisgarh","3927","0","88.6","38.6","-1.3","285","0.0"
"","Gujarat","18062","0","394.1","90.4","5.8","513","0.0"
"","MP","9782","0","226.4","104.8","0.0","335","0.0"
"","Maharashtra","22774","0","509.6","130.5","-5.5","473","0.0"
"","Goa","541","0","12.3","11.5","0.3","29","0.0"
"","DD","344","0","7.5","7.2","0.3","39","0.0"
"","DNH","759","0","17.8","17.6","0.1","74","0.0"
"","Essar steel","334","0","6.4","6.4","0.1","180","0.0"
"SR","Andhra Pradesh","9026","0","183.2","56.0","0.8","628","0.0"
"","Telangana","8344","0","177.5","57.6","0.4","682","0.0"
"","Karnataka","10632","0","213.1","55.9","1.0","673","0.0"
"","Kerala","4216","0","85.1","61.0","1.8","331","0.0"
"","Tamil Nadu","15718","0","349.5","168.9","1.2","586","0.0"
"","Pondy","437","0","9.3","9.3","0.0","45","0.0"
"ER","Bihar","4734","0","92.4","89.8","-2.7","500","0.0"
"","DVC","3138","0","72.0","-42.7","4.2","400","0.0"
"","Jharkhand","1156","0","26.3","22.8","-1.9","150","0.0"
"","Odisha","4629","0","91.6","34.8","0.7","415","0.0"
"","West Bengal","8932","0","189.0","68.1","1.4","320","0.0"
"","Sikkim","80","0","1.0","1.2","-0.2","40","0.0"
"NER","Arunachal Pradesh","116","1","2.1","1.9","0.2","47","0.0"
"","Assam","1618","112","27.0","22.4","0.9","130","1.5"
"","Manipur","179","1","2.5","2.0","0.5","37","0.0"
"","Meghalaya","313","0","4.9","3.0","0.0","65","0.3"
"","Mizoram","94","2","1.7","1.4","0.3","19","0.0"
"","Nagaland","124","2","2.2","2.1","-0.1","23","0.0"
"","Tripura","291","4","5.3","4.9","0.6","74","0.0"
