"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","10096","0","229.8","133.9","-1.8","73","0.0"
"","Haryana","9243","0","201.8","163.0","1.0","322","0.0"
"","Rajasthan","9042","0","197.6","52.9","-4.3","154","0.0"
"","Delhi","5918","0","121.9","104.4","0.4","152","0.0"
"","UP","21186","410","437.9","203.7","-2.0","547","0.0"
"","Uttarakhand","1924","0","42.4","14.8","1.8","184","0.0"
"","HP","1391","0","28.7","-2.8","-0.3","48","0.0"
"","J&K","2075","519","38.5","15.7","3.6","588","9.2"
"","Chandigarh","254","0","5.3","5.9","-0.6","5","0.0"
"WR","Chhattisgarh","3720","0","86.8","21.3","1.9","360","0.1"
"","Gujarat","11794","0","260.2","42.0","5.3","817","0.0"
"","MP","8315","0","183.7","84.1","-1.1","472","0.0"
"","Maharashtra","17162","0","371.2","97.8","-0.1","617","0.0"
"","Goa","541","0","11.8","10.8","0.4","63","0.0"
"","DD","310","0","7.1","6.6","0.5","43","0.0"
"","DNH","766","0","18.1","18.1","0.0","127","0.0"
"","Essar steel","348","0","5.7","5.9","-0.2","334","0.0"
"SR","Andhra Pradesh","7622","0","166.0","13.1","-0.1","781","0.0"
"","Telangana","8463","0","171.8","64.9","0.4","960","0.0"
"","Karnataka","9863","0","185.0","44.1","-2.7","629","0.0"
"","Kerala","3601","0","72.6","57.8","3.3","332","0.6"
"","Tamil Nadu","14758","0","325.8","133.3","0.4","759","0.0"
"","Pondy","404","0","8.3","8.5","-0.2","42","0.0"
"ER","Bihar","5340","0","105.5","102.3","-1.2","325","0.0"
"","DVC","2912","0","63.2","-38.2","-0.7","185","0.0"
"","Jharkhand","1123","0","23.8","17.5","0.2","150","0.0"
"","Odisha","4771","0","98.1","25.7","16.8","1376","0.0"
"","West Bengal","8690","0","180.6","84.0","2.2","365","0.0"
"","Sikkim","84","0","0.9","1.4","-0.6","30","0.0"
"NER","Arunachal Pradesh","124","3","2.4","3.2","-0.9","58","0.0"
"","Assam","1710","60","31.4","26.2","0.6","142","2.5"
"","Manipur","143","2","2.6","2.4","0.2","21","0.0"
"","Meghalaya","298","0","5.6","0.3","-0.4","34","0.0"
"","Mizoram","90","1","1.6","1.3","0.1","9","0.0"
"","Nagaland","136","2","2.2","2.2","-0.1","39","0.1"
"","Tripura","283","5","4.8","4.8","-0.5","37","0.0"
