"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","11280","0","228.6","120.1","-1.5","92","0.0"
"","Haryana","9061","0","185.3","122.4","-0.6","252","0.0"
"","Rajasthan","11518","0","244.4","72.8","0.3","501","0.0"
"","Delhi","6731","0","136.1","114.7","-0.4","207","0.0"
"","UP","20495","550","430.6","193.9","3.0","650","0.0"
"","Uttarakhand","2082","0","45.5","17.9","1.1","142","0.0"
"","HP","1418","0","30.2","2.6","1.1","131","0.0"
"","J&K","2278","569","48.3","24.4","-0.7","224","11.4"
"","Chandigarh","322","0","6.2","7.3","-1.1","0","0.0"
"WR","Chhattisgarh","3969","0","92.1","37.8","-0.3","498","0.0"
"","Gujarat","13823","0","302.6","63.9","6.3","912","0.0"
"","MP","9307","0","210.1","124.8","-0.1","364","0.0"
"","Maharashtra","20548","0","457.8","118.1","-1.7","690","0.0"
"","Goa","541","0","10.4","9.9","-0.1","59","0.0"
"","DD","339","0","7.4","7.1","0.3","83","0.0"
"","DNH","725","0","16.0","16.3","-0.3","54","0.0"
"","Essar steel","308","0","5.1","5.3","-0.2","271","0.0"
"SR","Andhra Pradesh","9499","0","198.4","43.3","0.3","676","0.0"
"","Telangana","7852","0","168.5","48.5","0.3","432","0.0"
"","Karnataka","9062","0","178.9","66.2","1.3","584","0.0"
"","Kerala","3260","0","64.5","55.3","1.6","244","0.0"
"","Tamil Nadu","15287","0","338.7","117.7","-0.5","840","0.0"
"","Pondy","424","0","8.9","9.1","-0.3","69","0.0"
"ER","Bihar","5269","0","86.7","86.3","-1.9","230","0.0"
"","DVC","3292","0","66.8","-41.4","-0.3","100","0.0"
"","Jharkhand","1161","0","23.1","19.4","-1.8","20","0.0"
"","Odisha","4336","0","82.2","33.0","0.3","180","0.0"
"","West Bengal","9211","0","168.4","59.5","4.2","370","0.0"
"","Sikkim","97","0","1.3","1.4","-0.1","10","0.0"
"NER","Arunachal Pradesh","128","3","2.2","2.5","-0.4","60","0.0"
"","Assam","1779","121","34.9","28.7","0.9","165","0.5"
"","Manipur","177","2","2.8","2.4","0.3","23","0.0"
"","Meghalaya","342","0","5.8","1.1","0.3","67","0.0"
"","Mizoram","85","1","1.7","1.4","0.2","14","0.0"
"","Nagaland","129","2","2.1","2.3","-0.4","40","0.0"
"","Tripura","273","0","5.1","4.9","-0.2","52","0.0"
