"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5310","0","96.8","41.8","-0.3","214","0.0"
"","Haryana","6487","0","117.9","67.4","2.2","204","0.0"
"","Rajasthan","10208","0","208.9","76.7","0.5","229","0.1"
"","Delhi","3593","0","69.0","59.2","1.5","377","0.0"
"","UP","13162","1130","284.6","104.5","2.3","512","3.4"
"","Uttarakhand","1743","0","34.3","14.0","1.8","250","0.2"
"","HP","1384","0","24.2","15.8","0.4","179","0.0"
"","J&K","1832","458","39.2","33.5","-0.7","102","9.2"
"","Chandigarh","180","0","3.3","3.7","-0.4","0","0.0"
"WR","Chhattisgarh","3352","0","70.6","18.2","-0.1","454","1.2"
"","Gujarat","14949","0","321.0","95.2","0.5","491","0.0"
"","MP","9919","0","233.2","163.0","-0.4","325","0.0"
"","Maharashtra","19178","0","412.6","125.6","-2.5","266","0.0"
"","Goa","442","0","8.9","9.0","-0.1","44","0.0"
"","DD","321","0","7.1","6.3","0.8","76","0.0"
"","DNH","718","0","16.2","16.0","0.2","52","0.0"
"","Essar steel","476","0","9.4","9.7","-0.2","147","0.0"
"SR","Andhra Pradesh","7484","0","161.7","53.6","2.3","451","0.0"
"","Telangana","7322","0","152.5","49.7","-2.6","310","0.0"
"","Karnataka","9017","0","192.7","74.8","3.9","618","2.0"
"","Kerala","3440","0","66.6","48.7","1.3","210","0.0"
"","Tamil Nadu","12450","0","253.9","148.9","4.9","632","0.0"
"","Pondy","319","0","6.3","6.7","-0.4","56","0.0"
"ER","Bihar","3879","0","66.2","60.6","-1.9","30","0.0"
"","DVC","3027","0","62.6","-23.4","3.0","300","0.0"
"","Jharkhand","1033","0","22.2","14.1","-0.7","100","0.0"
"","Odisha","4038","0","73.2","34.1","3.2","470","0.0"
"","West Bengal","6573","0","108.5","23.9","2.6","535","0.0"
"","Sikkim","80","0","1.0","1.0","0.0","25","0.0"
"NER","Arunachal Pradesh","132","3","2.5","2.0","0.5","7","0.0"
"","Assam","1459","59","24.3","17.8","1.1","139","0.5"
"","Manipur","152","3","2.5","2.5","0.0","19","0.0"
"","Meghalaya","285","0","5.5","1.7","0.1","59","0.0"
"","Mizoram","81","1","1.3","1.3","0.0","15","0.0"
"","Nagaland","115","2","2.1","1.4","0.3","19","0.0"
"","Tripura","199","13","3.5","2.0","-0.2","75","0.1"
