"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4698","0","102.6","52.5","0.3","163"
"","Haryana","6268","0","106.4","73.1","-0.3","360"
"","Rajasthan","9021","0","196.3","70.1","1.2","279"
"","Delhi","3418","0","64.7","54.0","1.2","197"
"","UP","12532","0","266.2","88.1","-2.5","361"
"","Uttarakhand","1634","0","30.8","18.2","-0.3","120"
"","HP","1200","0","21.5","15.3","0.2","94"
"","J&K","1789","447","36.5","31.8","-4.1","0"
"","Chandigarh","181","0","3.3","3.5","-0.2","17"
"WR","Chhattisgarh","3073","0","67.7","8.7","-1.4","352"
"","Gujarat","9989","0","220.9","63.1","-2.4","379"
"","MP","9163","0","199.0","125.4","-2.5","322"
"","Maharashtra","19783","0","402.5","109.7","-0.3","441"
"","Goa","440","0","9.6","7.7","1.4","67"
"","DD","267","0","5.5","5.2","0.3","24"
"","DNH","700","0","15.6","15.8","-0.2","23"
"","Essar steel","459","0","8.0","6.9","1.1","258"
"SR","Andhra Pradesh","6899","0","160.6","20.4","3.3","393"
"","Telangana","7259","0","152.2","74.8","1.8","284"
"","Karnataka","8909","0","193.1","74.9","5.3","713"
"","Kerala","3560","0","64.7","49.3","2.2","252"
"","Tamil Nadu","12334","0","267.6","133.1","-2.8","451"
"","Pondy","315","0","6.7","7.0","-0.3","21"
"ER","Bihar","3591","0","68.5","62.7","0.4","150"
"","DVC","2635","0","60.2","-31.1","-0.4","175"
"","Jharkhand","1158","0","23.9","15.1","1.1","105"
"","Odisha","4089","0","71.4","19.9","-3.9","190"
"","West Bengal","7859","0","126.6","37.4","-4.1","250"
"","Sikkim","79","0","0.9","1.6","-0.6","10"
"NER","Arunachal Pradesh","121","2","1.9","1.9","0.0","14"
"","Assam","1461","51","25.5","18.1","2.9","167"
"","Manipur","134","2","1.9","2.0","-0.1","10"
"","Meghalaya","268","2","5.1","4.0","-0.4","59"
"","Mizoram","76","2","1.3","1.4","-0.1","14"
"","Nagaland","111","3","1.7","1.7","-0.1","30"
"","Tripura","250","2","4.4","3.6","0.8","101"
