"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","6233","0","129.0","46.8","-0.9","43","0.0"
"","Haryana","7301","0","138.6","105.1","-1.0","162","0.0"
"","Rajasthan","9808","0","216.8","63.4","-0.1","581","0.0"
"","Delhi","4802","0","99.3","80.6","-0.7","165","0.0"
"","UP","18371","0","362.0","171.1","0.3","544","0.0"
"","Uttarakhand","1868","0","39.5","16.8","0.2","205","0.0"
"","HP","1314","0","26.0","8.0","-1.0","87","0.0"
"","J&K","2049","512","43.0","25.6","-1.7","109","10.0"
"","Chandigarh","222","0","4.4","4.7","-0.4","27","0.0"
"WR","Chhattisgarh","4390","0","100.5","53.5","-3.7","276","0.0"
"","Gujarat","16451","0","359.9","106.7","2.7","645","0.0"
"","MP","9390","0","212.0","91.3","0.1","503","0.0"
"","Maharashtra","22229","0","494.5","141.7","-1.5","460","0.0"
"","Goa","440","0","13.8","9.5","4.1","48","0.0"
"","DD","309","0","5.1","4.6","0.4","71","0.0"
"","DNH","785","0","16.2","16.1","0.1","52","0.0"
"","Essar steel","325","0","5.5","5.7","-0.2","365","0.0"
"SR","Andhra Pradesh","8496","0","178.2","59.7","-0.3","470","0.0"
"","Telangana","7544","0","164.1","43.9","0.2","562","0.0"
"","Karnataka","11947","0","230.6","73.1","0.9","530","0.0"
"","Kerala","3530","0","68.5","52.6","1.1","215","0.0"
"","Tamil Nadu","14746","0","323.2","179.9","0.3","655","0.0"
"","Pondy","426","0","9.0","9.2","-0.2","58","0.0"
"ER","Bihar","5000","0","89.4","84.9","-0.5","200","0.0"
"","DVC","3055","0","66.1","-54.8","0.4","250","0.0"
"","Jharkhand","1000","0","24.1","14.1","-0.3","80","0.0"
"","Odisha","4268","0","90.8","24.7","1.8","350","0.0"
"","West Bengal","8374","0","160.4","45.8","0.5","400","0.0"
"","Sikkim","98","0","1.3","1.3","0.0","20","0.0"
"NER","Arunachal Pradesh","126","2","2.2","2.4","-0.3","28","0.0"
"","Assam","1536","15","25.8","21.0","1.3","169","0.8"
"","Manipur","168","1","2.6","2.0","0.6","31","0.0"
"","Meghalaya","323","0","5.5","4.2","0.2","48","0.1"
"","Mizoram","93","1","1.7","1.5","0.0","9","0.0"
"","Nagaland","128","2","2.2","2.1","0.1","17","0.0"
"","Tripura","299","1","5.3","4.4","0.4","83","0.0"
