"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4792","0","89.5","36.6","1.4","307"
"","Haryana","5354","0","98.2","35.7","1.0","455"
"","Rajasthan","8942","0","183.3","73.6","-1.0","478"
"","Delhi","3711","0","65.2","44.6","0.6","311"
"","UP","9176","2285","195.4","66.0","0.5","766"
"","Uttarakhand","1623","40","29.4","18.9","0.4","206"
"","HP","1382","0","26.6","19.7","2.0","309"
"","J&K","1629","100","32.4","29.7","-4.5","105"
"","Chandigarh","213","0","3.8","3.2","0.5","60"
"WR","Chhattisgarh","2986","5","65.0","15.4","0.0","397"
"","Gujarat","11251","19","238.2","30.3","1.0","1058"
"","MP","7942","0","161.8","90.7","-5.0","517"
"","Maharashtra","17714","73","360.0","105.5","5.5","526"
"","Goa","404","0","7.9","9.9","-2.7","13"
"","DD","242","0","5.7","6.9","-1.2","3"
"","DNH","625","0","14.7","11.7","3.0","45"
"","Essar steel","416","0","8.5","8.5","0.0","8"
"SR","Andhra Pradesh","11365","0","252.1","85.8","1.7","326"
"","Karnataka","8669","300","177.3","20.2","0.8","324"
"","Kerala","3203","150","57.3","25.9","2.1","265"
"","Tamil Nadu","11863","728","252.7","79.1","-0.1","562"
"","Pondy","301","0","5.9","6.4","-0.5","17"
"ER","Bihar","1966","25","37.1","36.3","-2.2","275"
"","DVC","2622","200","59.4","-12.4","0.2","312"
"","Jharkhand","984","130","21.0","11.3","0.0","90"
"","Odisha","3470","0","67.2","11.6","4.2","382"
"","West Bengal","6311","0","101.5","17.9","7.0","510"
"","Sikkim","102","0","2.2","1.4","0.8","28"
"NER","Arunachal Pradesh","113","2","1.6","1.3","0.3","40"
"","Assam","985","165","18.4","10.2","2.9","203"
"","Manipur","129","1","1.5","1.5","0.0","33"
"","Meghalaya","291","1","5.2","3.0","0.6","102"
"","Mizoram","79","1","1.2","1.1","-0.1","25"
"","Nagaland","99","1","1.5","1.3","0.0","38"
"","Tripura","186","0","2.9","0.1","0.5","68"
