"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4633","0","98.6","55.5","-0.2","116"
"","Haryana","5475","162","99.5","68.8","-0.9","184"
"","Rajasthan","7373","0","163.5","44.2","0.1","101"
"","Delhi","3608","0","73.2","59.7","0.5","188"
"","UP","11490","1880","257.7","114.8","-1.8","258"
"","Uttarakhand","1584","105","32.8","22.1","1.8","208"
"","HP","1117","0","24.1","11.2","2.2","155"
"","J&K","1583","100","32.7","21.3","-1.4","33"
"","Chandigarh","189","0","3.7","3.3","0.4","37"
"WR","Chhattisgarh","3241","61","70.5","15.9","-0.3","360"
"","Gujarat","12475","41","279.2","52.1","-1.2","468"
"","MP","6896","26","153.7","81.8","-1.7","207"
"","Maharashtra","19083","307","411.7","119.1","2.1","599"
"","Goa","398","1","8.2","6.7","0.9","88"
"","DD","275","1","6.1","6.0","0.2","26"
"","DNH","642","2","14.9","14.8","0.1","20"
"","Essar steel","517","2","11.3","11.3","-0.1","29"
"SR","Andhra Pradesh","11344","1500","261.7","89.1","4.3","482"
"","Karnataka","8687","300","185.0","33.4","0.7","292"
"","Kerala","3035","0","57.6","29.1","1.2","181"
"","Tamil Nadu","12277","790","273.6","96.8","-0.5","518"
"","Pondy","336","0","7.0","7.2","-0.2","28"
"ER","Bihar","2379","0","48.0","47.1","-1.0","150"
"","DVC","2515","0","56.7","-13.8","0.4","230"
"","Jharkhand","924","0","20.9","10.6","-0.2","90"
"","Odisha","3843","0","74.3","18.9","-0.8","260"
"","West Bengal","6970","51","143.8","40.4","0.0","300"
"","Sikkim","98","0","1.5","1.2","0.3","20"
"NER","Arunachal Pradesh","82","18","1.5","1.0","0.5","41"
"","Assam","1065","105","18.7","12.2","2.2","118"
"","Manipur","100","15","1.5","1.4","0.1","35"
"","Meghalaya","259","7","4.1","3.4","0.0","67"
"","Mizoram","73","2","1.1","1.0","-0.1","18"
"","Nagaland","98","2","1.5","1.6","-0.3","24"
"","Tripura","224","1","2.8","1.1","-0.6","43"
