"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","7077","0","141.2","72.3","-1.8","50","0.0"
"","Haryana","7396","0","138.9","106.9","0.1","248","0.0"
"","Rajasthan","10455","0","226.9","70.1","0.1","396","0.0"
"","Delhi","5284","0","105.0","89.7","-0.6","225","0.1"
"","UP","18772","0","341.6","155.5","2.1","1122","0.0"
"","Uttarakhand","1928","0","37.9","15.3","-1.3","130","0.0"
"","HP","1327","0","27.0","6.9","1.7","171","0.0"
"","J&K","2123","531","45.3","24.8","0.5","258","10.8"
"","Chandigarh","235","0","4.7","5.4","-0.8","7","0.0"
"WR","Chhattisgarh","4490","0","98.3","51.5","-4.0","1685","0.0"
"","Gujarat","17177","0","379.4","119.0","1.7","406","0.0"
"","MP","9543","0","212.8","107.4","0.0","1012","0.0"
"","Maharashtra","21530","0","485.2","140.6","-1.7","2633","0.0"
"","Goa","541","0","13.5","11.5","1.4","132","0.0"
"","DD","311","0","7.0","6.9","0.1","78","0.0"
"","DNH","773","0","18.2","18.3","-0.1","58","0.0"
"","Essar steel","314","0","5.5","5.3","0.2","268","0.0"
"SR","Andhra Pradesh","8322","0","181.0","34.0","-0.1","498","0.0"
"","Telangana","7716","0","168.4","48.6","0.0","440","0.0"
"","Karnataka","11330","0","223.4","69.2","0.1","485","0.0"
"","Kerala","3964","0","81.9","54.4","1.2","190","0.0"
"","Tamil Nadu","15428","0","347.2","153.7","-0.2","492","0.0"
"","Pondy","425","0","8.6","8.9","-0.3","54","0.0"
"ER","Bihar","5006","0","82.8","78.4","0.8","110","0.0"
"","DVC","3107","0","61.1","-36.6","-0.1","260","0.0"
"","Jharkhand","1000","0","21.4","13.0","-1.4","30","0.0"
"","Odisha","3198","0","51.1","13.2","-0.1","270","0.0"
"","West Bengal","8337","0","135.6","34.9","0.3","450","0.0"
"","Sikkim","97","0","1.3","1.6","-0.3","10","0.0"
"NER","Arunachal Pradesh","113","4","2.2","2.3","-0.1","28","0.0"
"","Assam","1437","58","23.6","18.9","1.3","118","1.7"
"","Manipur","134","8","2.4","2.1","0.3","35","0.0"
"","Meghalaya","307","4","5.6","2.1","0.0","19","0.1"
"","Mizoram","91","3","1.8","1.4","0.3","23","0.0"
"","Nagaland","97","4","2.3","2.0","0.1","28","0.0"
"","Tripura","251","19","4.1","3.9","-0.4","37","0.1"
