"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","8355","0","209.0","113.3","0.0","129"
"","Haryana","6798","0","149.9","60.8","0.3","256"
"","Rajasthan","8082","0","171.8","66.6","5.8","748"
"","Delhi","4251","0","89.8","66.2","-2.5","90"
"","UP","10683","1780","226.2","109.4","-3.9","520"
"","Uttarakhand","1424","75","27.6","8.8","0.5","118"
"","HP","1077","0","22.9","4.3","-2.6","47"
"","J&K","1333","100","26.4","14.5","-1.8","110"
"","Chandigarh","207","0","4.3","5.0","-0.7","1"
"WR","Chhattisgarh","2739","197","62.8","22.4","5.0","401"
"","Gujarat","11400","70","261.9","70.0","-2.5","105"
"","MP","6830","26","141.9","54.0","-2.2","64"
"","Maharashtra","16284","721","354.8","110.9","10.6","668"
"","Goa","320","1","6.4","7.0","-0.9","35"
"","DD","271","1","6.3","6.6","-0.3","19"
"","DNH","648","2","15.4","14.6","0.8","73"
"","Essar steel","294","1","6.2","6.2","0.0","51"
"SR","Andhra Pradesh","10665","200","240.0","84.3","1.7","311"
"","Karnataka","6260","300","130.0","17.5","-1.2","192"
"","Kerala","2815","0","50.3","23.1","0.4","269"
"","Tamil Nadu","9843","219","220.3","62.4","1.2","447"
"","Pondy","271","0","5.3","6.1","-0.7","7"
"ER","Bihar","2022","200","42.3","41.5","-1.6","180"
"","DVC","2469","0","55.2","-28.9","-2.8","150"
"","Jharkhand","960","0","19.0","14.3","-2.2","20"
"","Odisha","3474","0","70.7","11.1","-2.8","85"
"","West Bengal","6216","0","124.4","32.0","-5.9","200"
"","Sikkim","79","0","1.2","1.2","0.0","23"
"NER","Arunachal Pradesh","103","2","1.2","1.3","-0.1","70"
"","Assam","1137","141","21.2","15.0","-0.1","163"
"","Manipur","102","3","1.4","2.1","-0.7","17"
"","Meghalaya","247","3","4.5","0.3","-0.2","44"
"","Mizoram","54","3","1.0","1.2","-0.1","13"
"","Nagaland","94","6","1.8","1.5","-0.1","15"
"","Tripura","174","50","3.4","1.2","0.1","40"
