"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","9997","0","224.9","136.8","-1.0","92","0.0"
"","Haryana","8940","0","192.4","148.5","0.0","201","0.0"
"","Rajasthan","10048","0","226.2","98.8","0.9","435","0.0"
"","Delhi","5704","6","117.9","102.3","-1.9","93","0.2"
"","UP","18397","0","393.5","201.2","-0.2","350","0.3"
"","Uttarakhand","1900","0","41.7","22.1","0.1","77","0.0"
"","HP","1479","0","29.0","-0.8","5.7","663","1.5"
"","J&K","1906","476","36.4","16.2","-4.5","100","8.7"
"","Chandigarh","257","0","5.2","6.1","-0.8","19","0.0"
"WR","Chhattisgarh","3846","0","88.2","16.4","0.1","479","0.0"
"","Gujarat","12897","0","284.1","67.6","3.6","947","0.0"
"","MP","8237","0","179.9","84.1","1.6","537","0.0"
"","Maharashtra","17532","0","387.7","107.9","0.0","462","0.0"
"","Goa","441","0","9.0","8.2","0.1","62","0.0"
"","DD","342","0","7.7","6.4","1.3","93","0.0"
"","DNH","776","0","17.9","16.5","1.4","105","0.0"
"","Essar steel","585","0","12.4","11.6","0.8","307","0.0"
"SR","Andhra Pradesh","7124","0","161.6","5.7","2.0","478","0.0"
"","Telangana","8375","0","177.3","54.5","-0.9","458","0.0"
"","Karnataka","7745","0","161.0","24.4","-4.4","513","0.0"
"","Kerala","2505","0","44.5","18.0","-1.9","114","0.0"
"","Tamil Nadu","14107","0","289.6","81.2","-1.5","505","0.0"
"","Pondy","352","0","7.6","7.6","0.0","69","0.0"
"ER","Bihar","4891","0","95.9","95.6","-1.6","200","0.0"
"","DVC","2929","0","67.9","-31.8","3.4","400","0.5"
"","Jharkhand","1072","0","25.3","18.9","0.4","100","0.0"
"","Odisha","5116","0","106.1","52.3","3.3","500","0.6"
"","West Bengal","8970","0","185.0","57.1","4.4","450","0.0"
"","Sikkim","89","0","1.1","1.1","0.0","15","0.0"
"NER","Arunachal Pradesh","123","3","2.3","2.3","0.0","25","0.0"
"","Assam","1741","94","35.0","28.5","2.3","188","0.9"
"","Manipur","162","3","2.3","2.2","0.1","25","0.0"
"","Meghalaya","305","0","5.4","0.7","-0.1","53","0.0"
"","Mizoram","77","5","1.5","1.1","0.1","17","0.0"
"","Nagaland","123","3","2.3","1.7","0.2","35","0.0"
"","Tripura","283","1","4.6","4.6","0.6","103","0.1"
