"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","10546","0","238.0","143.0","-1.0","86","0.0"
"","Haryana","9235","0","198.2","155.0","0.1","230","0.0"
"","Rajasthan","10548","0","231.5","95.8","2.3","437","0.0"
"","Delhi","5890","0","121.0","106.2","-1.2","79","0.0"
"","UP","17937","0","385.3","211.8","0.8","264","1.1"
"","Uttarakhand","1957","0","42.4","22.0","0.6","114","0.0"
"","HP","1410","13","29.5","1.0","2.9","258","0.5"
"","J&K","2072","518","34.6","18.0","-3.3","243","9.4"
"","Chandigarh","254","0","5.3","6.1","-0.7","-2","0.0"
"WR","Chhattisgarh","3770","0","88.1","16.3","-0.3","616","0.3"
"","Gujarat","14266","0","301.9","88.6","-0.6","700","0.0"
"","MP","8180","0","177.4","79.8","-0.7","712","0.0"
"","Maharashtra","17364","0","368.4","87.8","-5.7","793","0.0"
"","Goa","423","0","9.0","8.6","-0.3","47","0.0"
"","DD","341","0","7.5","6.7","0.8","105","0.0"
"","DNH","764","0","17.7","17.0","0.7","105","0.0"
"","Essar steel","501","0","10.2","10.5","-0.4","241","0.0"
"SR","Andhra Pradesh","6820","0","158.3","5.1","0.3","473","0.0"
"","Telangana","8038","0","168.5","50.3","-0.1","488","0.0"
"","Karnataka","7649","0","155.2","16.5","-5.3","562","0.0"
"","Kerala","2398","0","42.1","15.9","-0.9","248","0.0"
"","Tamil Nadu","14508","0","294.6","77.7","0.5","490","0.0"
"","Pondy","344","0","7.1","7.2","-0.1","37","0.0"
"ER","Bihar","4962","0","98.0","96.1","0.0","100","0.0"
"","DVC","2943","0","67.6","-32.1","5.4","380","0.8"
"","Jharkhand","1027","0","23.3","18.4","-1.1","10","0.0"
"","Odisha","5240","0","109.5","55.3","4.2","320","0.6"
"","West Bengal","8959","0","180.9","56.4","6.5","510","0.0"
"","Sikkim","90","0","1.2","1.4","-0.2","0","0.0"
"NER","Arunachal Pradesh","111","10","2.3","2.3","-0.1","39","0.0"
"","Assam","1698","117","34.0","27.6","2.1","176","1.1"
"","Manipur","162","9","2.1","2.3","-0.2","25","0.0"
"","Meghalaya","298","2","5.6","0.5","0.3","35","0.0"
"","Mizoram","78","4","1.4","0.9","0.2","19","0.0"
"","Nagaland","112","4","2.2","1.8","0.1","32","0.0"
"","Tripura","267","4","5.3","4.6","0.3","34","0.1"
