"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5205","0","92.9","37.4","-0.6","95","0.0"
"","Haryana","6049","258","113.0","71.3","0.9","342","4.7"
"","Rajasthan","10410","0","208.5","64.8","-0.4","243","0.0"
"","Delhi","3466","0","66.0","54.3","-1.2","136","0.0"
"","UP","12839","770","281.9","109.5","0.4","205","5.3"
"","Uttarakhand","1851","0","35.8","15.1","1.9","227","0.0"
"","HP","1345","0","24.4","16.9","-0.3","54","0.0"
"","J&K","1877","469","39.5","36.0","-2.3","74","9.3"
"","Chandigarh","175","0","3.2","3.5","-0.3","10","0.0"
"WR","Chhattisgarh","3153","188","68.8","16.9","0.2","373","0.5"
"","Gujarat","14948","0","319.8","92.5","0.6","631","0.0"
"","MP","11215","30","235.8","166.3","1.5","389","0.6"
"","Maharashtra","21032","0","430.5","124.6","-3.0","480","0.0"
"","Goa","454","0","9.2","9.1","0.1","56","0.0"
"","DD","321","0","7.0","6.1","0.9","77","0.0"
"","DNH","766","0","16.7","16.4","0.3","67","0.0"
"","Essar steel","425","0","8.8","9.0","-0.2","123","0.0"
"SR","Andhra Pradesh","6879","0","152.6","52.8","-0.3","445","0.0"
"","Telangana","7266","0","156.5","49.6","-1.6","455","0.0"
"","Karnataka","7994","0","167.7","63.7","3.7","401","2.7"
"","Kerala","3385","0","63.0","46.4","0.4","176","0.0"
"","Tamil Nadu","11710","0","238.4","127.4","1.5","396","0.0"
"","Pondy","309","0","5.9","6.4","-0.5","29","0.0"
"ER","Bihar","3666","0","66.7","60.4","1.5","220","0.6"
"","DVC","3406","0","61.4","-22.6","2.4","225","1.4"
"","Jharkhand","1026","0","21.2","14.3","1.4","85","0.5"
"","Odisha","4057","0","73.1","32.3","3.8","250","0.0"
"","West Bengal","7222","0","122.3","33.2","3.7","250","0.4"
"","Sikkim","104","0","1.3","1.2","0.1","10","0.0"
"NER","Arunachal Pradesh","125","0","2.4","2.1","0.3","28","0.0"
"","Assam","1434","27","23.1","17.2","0.9","75","0.5"
"","Manipur","168","5","2.2","2.6","-0.4","23","0.0"
"","Meghalaya","322","0","5.5","2.5","-0.2","45","0.0"
"","Mizoram","84","0","1.3","1.3","-0.1","15","0.0"
"","Nagaland","119","1","2.1","1.6","0.0","28","0.0"
"","Tripura","214","0","3.6","2.4","-0.2","36","0.0"
