"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","6241","0","134.7","52.0","-0.4","106","0.0"
"","Haryana","6802","0","141.4","87.2","1.2","207","0.0"
"","Rajasthan","10021","0","199.3","68.4","1.7","556","0.0"
"","Delhi","3863","0","82.0","62.3","-1.5","51","0.0"
"","UP","15852","705","349.5","169.3","1.0","695","1.4"
"","Uttarakhand","1680","0","32.7","11.0","0.1","261","0.0"
"","HP","1244","11","24.1","11.7","1.2","137","0.1"
"","J&K","1964","491","38.8","34.4","-3.2","11","9.2"
"","Chandigarh","185","0","3.6","4.5","-0.8","0","0.0"
"WR","Chhattisgarh","3728","0","86.1","28.1","0.8","169","0.0"
"","Gujarat","15915","0","340.6","117.6","3.2","562","0.0"
"","MP","9270","0","203.4","134.5","2.3","392","0.0"
"","Maharashtra","17244","0","378.4","124.2","-3.7","302","0.0"
"","Goa","434","0","8.7","8.2","0.4","53","0.0"
"","DD","317","0","7.3","6.5","0.8","42","0.0"
"","DNH","759","0","17.2","16.3","0.9","175","0.0"
"","Essar steel","441","0","8.8","8.8","0.0","160","0.0"
"SR","Andhra Pradesh","6499","0","143.4","29.7","-0.8","505","0.0"
"","Telangana","6283","0","139.4","39.8","-1.0","358","0.0"
"","Karnataka","6000","0","120.3","32.5","-0.1","347","0.0"
"","Kerala","2991","0","57.0","40.9","1.1","236","0.0"
"","Tamil Nadu","12190","0","259.8","107.0","-2.2","572","0.0"
"","Pondy","304","0","6.6","6.8","-0.3","43","0.0"
"ER","Bihar","4453","100","83.7","75.7","1.2","425","0.3"
"","DVC","2856","0","65.7","-10.8","4.2","398","1.4"
"","Jharkhand","1232","0","24.6","15.5","2.0","156","0.3"
"","Odisha","4105","100","86.6","35.6","6.0","412","0.8"
"","West Bengal","7884","0","148.3","45.1","6.3","495","0.0"
"","Sikkim","92","0","1.6","1.1","0.4","20","0.0"
"NER","Arunachal Pradesh","122","7","2.3","3.1","-0.8","7","0.1"
"","Assam","1514","142","28.5","22.0","0.8","141","1.5"
"","Manipur","144","6","2.3","2.7","-0.4","20","0.0"
"","Meghalaya","224","0","4.6","1.1","-0.2","126","0.0"
"","Mizoram","72","3","1.2","1.5","-0.4","15","0.1"
"","Nagaland","109","7","2.4","2.0","0.0","23","0.1"
"","Tripura","269","0","5.3","4.7","0.6","90","0.0"
